,img_no,img_path,gender_score,quality_score,age_score,glass_score
11990,11990,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011990.jpg,0.9996,0.8545,0.0106,0.0019
11991,11991,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011991.jpg,0.9958,1.0,0.0266,0.7775
11992,11992,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011992.jpg,0.9986,0.9989,0.0015,0.0068
11993,11993,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011993.jpg,0.9274,0.1494,0.0016,0.0019
11994,11994,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011994.jpg,0.1452,0.9981,0.8771,0.0029
11995,11995,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011995.jpg,0.7972,0.9994,0.1715,0.0458
11996,11996,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011996.jpg,0.9982,0.9997,0.0106,0.8836
11997,11997,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011997.jpg,0.9999,0.9992,0.0045,0.0005
11998,11998,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011998.jpg,1.0,0.9998,0.0015,0.001
11999,11999,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/011999.jpg,0.9999,1.0,0.0077,0.0006
12000,12000,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012000.jpg,0.9893,0.999,0.3161,0.0016
12001,12001,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012001.jpg,0.9828,1.0,0.0053,0.0024
12002,12002,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012002.jpg,0.9999,0.6533,0.0005,0.003
12003,12003,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012003.jpg,0.999,0.9999,0.0043,0.0007
12004,12004,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012004.jpg,0.9975,0.9997,0.0026,0.0001
12005,12005,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012005.jpg,0.9998,1.0,0.0022,0.0011
12006,12006,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012006.jpg,0.9972,0.9998,0.2826,0.9788
12007,12007,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012007.jpg,0.9999,0.9999,0.0014,0.004
12008,12008,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012008.jpg,1.0,0.9999,0.0075,0.001
12009,12009,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012009.jpg,0.5076,1.0,0.001,0.0167
12010,12010,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012010.jpg,0.9959,0.9996,0.2797,0.0025
12011,12011,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012011.jpg,0.9999,0.9978,0.022,0.0034
12012,12012,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012012.jpg,1.0,1.0,0.0137,0.0005
12013,12013,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012013.jpg,0.9042,1.0,0.0447,0.9961
12014,12014,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012014.jpg,1.0,0.9996,0.0019,0.0001
12015,12015,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012015.jpg,0.874,0.0411,0.0218,0.042
12016,12016,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012016.jpg,0.9996,0.9993,0.0065,0.0831
12017,12017,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012017.jpg,1.0,0.9999,0.0006,0.2416
12018,12018,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012018.jpg,0.2501,1.0,0.0027,0.0003
12019,12019,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012019.jpg,0.9987,0.9999,0.0045,0.0002
12020,12020,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012020.jpg,0.9974,0.9999,0.0152,0.0095
12021,12021,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012021.jpg,0.9999,0.9999,0.0082,0.0007
12022,12022,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012022.jpg,0.9997,1.0,0.0209,0.0005
12023,12023,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012023.jpg,1.0,0.9969,0.0035,0.0012
12024,12024,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012024.jpg,0.9987,1.0,0.0068,0.0022
12025,12025,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012025.jpg,1.0,0.9998,0.0014,0.0019
12026,12026,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012026.jpg,0.8944,0.9984,0.9765,0.0005
12027,12027,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012027.jpg,0.9957,0.999,0.9191,0.0008
12028,12028,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012028.jpg,0.9999,0.9998,0.0026,0.0005
12029,12029,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012029.jpg,0.9973,0.9998,0.0009,0.0007
12030,12030,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012030.jpg,0.9983,0.8768,0.865,0.0065
12031,12031,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012031.jpg,0.9999,1.0,0.016,0.0014
12032,12032,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012032.jpg,1.0,0.9998,0.0014,0.0007
12033,12033,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012033.jpg,0.9999,0.9989,0.0019,0.001
12034,12034,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012034.jpg,0.9999,0.9999,0.0017,0.0028
12035,12035,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012035.jpg,0.9946,0.9986,0.0023,0.0048
12036,12036,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012036.jpg,0.9997,1.0,0.0062,0.0002
12037,12037,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012037.jpg,0.9999,0.9992,0.1118,0.0005
12038,12038,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012038.jpg,0.9991,0.2789,0.0053,0.001
12039,12039,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012039.jpg,0.9985,0.9997,0.0445,0.0026
12040,12040,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012040.jpg,0.0202,0.9998,0.7827,0.0015
12041,12041,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012041.jpg,0.9995,0.0767,0.0723,0.1126
12042,12042,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012042.jpg,0.9993,1.0,0.014,0.0005
12043,12043,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012043.jpg,0.9993,0.7688,0.9584,0.0041
12044,12044,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012044.jpg,0.0024,0.9536,0.082,0.0006
12045,12045,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012045.jpg,1.0,0.9999,0.0044,0.008
12046,12046,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012046.jpg,0.9997,0.9997,0.2469,0.0028
12047,12047,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012047.jpg,0.9997,0.9993,0.0036,0.003
12048,12048,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012048.jpg,0.0601,1.0,0.0192,0.0004
12049,12049,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012049.jpg,0.0765,1.0,0.0003,0.0018
12050,12050,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012050.jpg,0.9996,0.9268,0.0146,0.0025
12051,12051,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012051.jpg,0.9999,1.0,0.0057,0.0019
12052,12052,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012052.jpg,0.9988,0.9926,0.0432,0.0013
12053,12053,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012053.jpg,0.1264,0.9994,0.0018,0.0007
12054,12054,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012054.jpg,1.0,0.9998,0.0086,0.0013
12055,12055,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012055.jpg,0.9992,0.979,0.0063,0.0
12056,12056,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012056.jpg,1.0,0.9999,0.0217,0.0004
12057,12057,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012057.jpg,0.9872,0.9515,0.0193,0.0001
12058,12058,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012058.jpg,0.9904,0.9167,0.0003,0.0049
12059,12059,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012059.jpg,0.8656,1.0,0.0013,0.3946
12060,12060,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012060.jpg,0.9999,1.0,0.0197,0.0031
12061,12061,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012061.jpg,0.9999,0.9956,0.0011,0.0009
12062,12062,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012062.jpg,0.9999,0.9998,0.001,0.0004
12063,12063,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012063.jpg,0.9998,0.9999,0.0033,0.0004
12064,12064,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012064.jpg,0.9992,1.0,0.0068,0.0002
12065,12065,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012065.jpg,0.9994,0.9999,0.3299,0.001
12066,12066,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012066.jpg,1.0,0.9996,0.0265,0.0019
12067,12067,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012067.jpg,1.0,0.0454,0.0004,0.0034
12068,12068,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012068.jpg,0.9996,0.9999,0.0026,0.0113
12069,12069,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012069.jpg,1.0,1.0,0.0015,0.0016
12070,12070,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012070.jpg,0.9995,0.9997,0.0099,0.8391
12071,12071,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012071.jpg,1.0,0.9997,0.0019,0.0037
12072,12072,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012072.jpg,0.9987,0.885,0.0142,0.0061
12073,12073,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012073.jpg,0.9998,0.9999,0.0003,0.0004
12074,12074,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012074.jpg,0.9997,0.971,0.0036,0.0031
12075,12075,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012075.jpg,0.9999,0.9999,0.0059,0.0026
12076,12076,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012076.jpg,0.9981,0.9999,0.8818,0.0008
12077,12077,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012077.jpg,0.8086,0.9996,0.0362,0.003
12078,12078,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012078.jpg,0.9916,0.9986,0.0547,0.0003
12079,12079,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012079.jpg,0.9867,0.2952,0.003,0.0027
12080,12080,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012080.jpg,0.9996,0.9997,0.052,0.0004
12081,12081,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012081.jpg,0.999,1.0,0.2758,0.0065
12082,12082,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012082.jpg,1.0,0.0662,0.0003,0.0006
12083,12083,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012083.jpg,0.9977,0.9326,0.0119,0.0006
12084,12084,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012084.jpg,0.974,1.0,0.0092,0.0
12085,12085,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012085.jpg,0.9993,1.0,0.0261,0.0055
12086,12086,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012086.jpg,0.9998,0.9982,0.0017,0.0004
12087,12087,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012087.jpg,0.001,1.0,0.0032,0.0035
12088,12088,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012088.jpg,0.9847,0.9832,0.7668,0.938
12089,12089,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012089.jpg,0.9992,1.0,0.0558,0.0011
12090,12090,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012090.jpg,0.0022,0.6566,0.0004,0.003
12091,12091,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012091.jpg,0.9993,1.0,0.0023,0.0002
12092,12092,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012092.jpg,1.0,0.9883,0.0009,0.0007
12093,12093,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012093.jpg,0.9524,1.0,0.0654,0.0015
12094,12094,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012094.jpg,1.0,0.9991,0.0041,0.0002
12095,12095,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012095.jpg,0.9956,0.998,0.0167,0.0009
12096,12096,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012096.jpg,0.9991,1.0,0.2903,0.001
12097,12097,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012097.jpg,0.9998,0.9961,0.0005,0.0015
12098,12098,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012098.jpg,1.0,0.9989,0.0145,0.0043
12099,12099,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012099.jpg,1.0,0.9999,0.0053,0.0007
12100,12100,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012100.jpg,0.9998,0.0838,0.0268,0.0034
12101,12101,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012101.jpg,0.994,1.0,0.0144,0.0001
12102,12102,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012102.jpg,0.9987,1.0,0.1563,0.0011
12103,12103,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012103.jpg,0.7949,0.9999,0.0029,0.0012
12104,12104,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012104.jpg,1.0,1.0,0.0127,0.0009
12105,12105,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012105.jpg,1.0,0.9995,0.2229,0.0013
12106,12106,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012106.jpg,0.9995,1.0,0.2397,0.0058
12107,12107,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012107.jpg,0.9999,1.0,0.0158,0.0019
12108,12108,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012108.jpg,0.9999,1.0,0.0027,0.0037
12109,12109,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012109.jpg,0.0361,1.0,0.014,0.0014
12110,12110,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012110.jpg,0.9999,0.9999,0.0004,0.0005
12111,12111,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012111.jpg,0.9708,0.9487,0.0293,0.0018
12112,12112,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012112.jpg,0.9999,0.9999,0.0028,0.0011
12113,12113,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012113.jpg,0.9988,0.8965,0.0368,0.0135
12114,12114,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012114.jpg,0.9729,0.9998,0.5098,0.3903
12115,12115,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012115.jpg,0.9998,0.9955,0.2155,0.0047
12116,12116,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012116.jpg,0.9892,0.9976,0.0169,0.0003
12117,12117,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012117.jpg,0.102,0.7893,0.01,0.0091
12118,12118,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012118.jpg,0.9927,0.9979,0.3995,0.0006
12119,12119,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012119.jpg,0.993,0.9825,0.0278,0.0003
12120,12120,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012120.jpg,0.9957,0.0202,0.0029,0.0003
12121,12121,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012121.jpg,1.0,0.9999,0.0029,0.028
12122,12122,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012122.jpg,1.0,0.9999,0.0155,0.003
12123,12123,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012123.jpg,0.9999,1.0,0.0032,0.0024
12124,12124,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012124.jpg,0.9978,0.9999,0.0508,0.0031
12125,12125,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012125.jpg,0.9999,0.0247,0.0008,0.0267
12126,12126,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012126.jpg,1.0,1.0,0.0228,0.0009
12127,12127,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012127.jpg,0.9996,0.9982,0.0028,0.002
12128,12128,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012128.jpg,0.1575,1.0,0.0058,0.0068
12129,12129,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012129.jpg,0.9993,0.9991,0.008,0.0137
12130,12130,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012130.jpg,1.0,0.0088,0.0005,0.0001
12131,12131,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012131.jpg,0.9996,1.0,0.0002,0.0
12132,12132,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012132.jpg,0.9999,1.0,0.0131,0.0009
12133,12133,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012133.jpg,1.0,0.9997,0.0014,0.0013
12134,12134,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012134.jpg,0.9993,1.0,0.0114,0.0027
12135,12135,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012135.jpg,0.9908,0.9994,0.0944,0.0011
12136,12136,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012136.jpg,0.9955,0.9996,0.1825,0.9532
12137,12137,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012137.jpg,0.9999,0.9999,0.0056,0.0025
12138,12138,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012138.jpg,0.9996,0.9997,0.0037,0.0013
12139,12139,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012139.jpg,0.9993,0.0893,0.0021,0.0089
12140,12140,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012140.jpg,0.9999,0.976,0.015,0.0216
12141,12141,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012141.jpg,0.6869,0.9995,0.0531,0.0014
12142,12142,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012142.jpg,0.9996,1.0,0.0005,0.0004
12143,12143,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012143.jpg,0.9788,0.999,0.0018,0.0031
12144,12144,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012144.jpg,0.9995,0.9999,0.0474,0.0054
12145,12145,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012145.jpg,0.9312,1.0,0.0121,0.0005
12146,12146,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012146.jpg,0.9999,0.9998,0.003,0.0014
12147,12147,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012147.jpg,0.9816,1.0,0.0333,0.0015
12148,12148,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012148.jpg,1.0,0.9993,0.0011,0.0066
12149,12149,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012149.jpg,0.9999,0.9998,0.0021,0.0023
12150,12150,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012150.jpg,0.97,0.9996,0.0599,0.0002
12151,12151,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012151.jpg,0.9996,0.9999,0.0156,0.0006
12152,12152,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012152.jpg,0.9985,0.9998,0.555,0.9478
12153,12153,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012153.jpg,0.9128,0.9998,0.0237,0.0033
12154,12154,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012154.jpg,1.0,0.9996,0.0004,0.0005
12155,12155,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012155.jpg,0.9999,1.0,0.0011,0.0015
12156,12156,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012156.jpg,0.9996,0.9997,0.0395,0.0004
12157,12157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012157.jpg,0.8592,0.9991,0.8294,0.0041
12158,12158,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012158.jpg,0.9913,0.9922,0.0095,0.0013
12159,12159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012159.jpg,0.9999,0.9996,0.0018,0.001
12160,12160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012160.jpg,1.0,1.0,0.0234,0.0005
