img_no,img_path,property_age_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
14008,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014008.jpg,0.0026,0.0063,0.0039,0.0021,0.0002,0.0006
14009,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014009.jpg,0.0022,0.0038,0.0025,0.0019,0.0009,0.0018
14010,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014010.jpg,0.8627,0.782,0.8738,0.9771,0.926,0.7548
14011,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014011.jpg,0.1439,0.1547,0.2053,0.0869,0.242,0.0305
14012,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014012.jpg,0.0446,0.0812,0.0902,0.0046,0.0121,0.0348
14013,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014013.jpg,0.0464,0.0738,0.0354,0.1008,0.0022,0.0198
14014,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014014.jpg,0.0008,0.0009,0.0025,0.0002,0.0001,0.0005
14015,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014015.jpg,0.0192,0.0154,0.0019,0.002,0.0006,0.0761
14016,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014016.jpg,0.0034,0.004,0.0034,0.0066,0.0002,0.0026
14017,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014017.jpg,0.0077,0.0039,0.019,0.0101,0.0014,0.0043
14018,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014018.jpg,0.0053,0.0078,0.0037,0.0015,0.0103,0.003
14019,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014019.jpg,0.1481,0.153,0.1717,0.187,0.0717,0.1572
14020,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014020.jpg,0.0106,0.0139,0.0239,0.0088,0.0017,0.0047
14021,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014021.jpg,0.0804,0.115,0.2259,0.013,0.0243,0.0238
14022,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014022.jpg,0.4361,0.7281,0.0326,0.3637,0.6257,0.4304
14023,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014023.jpg,0.0042,0.0101,0.0053,0.0019,0.0006,0.003
14024,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014024.jpg,0.0005,0.0004,0.0004,0.0007,0.0001,0.0011
14025,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014025.jpg,0.0711,0.1908,0.1031,0.0232,0.0297,0.0087
14026,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014026.jpg,0.0655,0.038,0.0347,0.1998,0.0449,0.01
14027,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014027.jpg,0.0039,0.007,0.0057,0.0025,0.0028,0.0016
14028,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014028.jpg,0.0031,0.0079,0.0021,0.002,0.0012,0.0024
14029,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014029.jpg,0.0029,0.0048,0.0029,0.002,0.0012,0.0037
14030,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014030.jpg,0.0038,0.0069,0.0057,0.0018,0.0004,0.0041
14031,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014031.jpg,0.0381,0.0798,0.0076,0.01,0.0719,0.0213
14032,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014032.jpg,0.0742,0.1554,0.089,0.043,0.0585,0.025
14033,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014033.jpg,0.011,0.0426,0.0047,0.0034,0.0024,0.002
14034,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014034.jpg,0.7433,0.8935,0.5828,0.9558,0.9137,0.3706
14035,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014035.jpg,0.0004,0.0003,0.0013,0.0002,0.0001,0.0001
14036,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014036.jpg,0.0041,0.0041,0.0018,0.0017,0.0069,0.0061
14037,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014037.jpg,0.037,0.0687,0.0515,0.0464,0.0084,0.01
14038,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014038.jpg,0.1632,0.0015,0.0008,0.0015,0.8036,0.0083
14039,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014039.jpg,0.0177,0.0308,0.0305,0.0127,0.0119,0.0026
14040,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014040.jpg,0.0121,0.046,0.0053,0.0072,0.0002,0.0019
14041,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014041.jpg,0.0479,0.0705,0.0861,0.0518,0.0069,0.0243
14042,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014042.jpg,0.0054,0.0046,0.0197,0.0021,0.0001,0.0008
14043,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014043.jpg,0.0078,0.0132,0.0175,0.0027,0.0009,0.0046
14044,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014044.jpg,0.7698,0.9283,0.816,0.7443,0.9774,0.3828
14045,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014045.jpg,0.0056,0.0129,0.0052,0.0024,0.0041,0.0034
14046,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014046.jpg,0.0908,0.1037,0.0653,0.2072,0.0457,0.0321
14047,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014047.jpg,0.0322,0.0313,0.0463,0.0037,0.0019,0.0779
14048,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014048.jpg,0.011,0.0198,0.0076,0.005,0.0028,0.0194
14049,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014049.jpg,0.1307,0.1906,0.091,0.2016,0.1574,0.0129
14050,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014050.jpg,0.0267,0.0267,0.0016,0.0014,0.0955,0.0081
14051,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014051.jpg,0.0093,0.0186,0.0076,0.0073,0.0028,0.0102
14052,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014052.jpg,0.0268,0.0719,0.0313,0.0181,0.0027,0.0099
14053,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014053.jpg,0.0046,0.0099,0.0051,0.0042,0.0018,0.0018
14054,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014054.jpg,0.0071,0.0073,0.0236,0.0023,0.0002,0.0021
14055,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014055.jpg,0.2142,0.262,0.2819,0.0054,0.5097,0.012
14056,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014056.jpg,0.3741,0.747,0.2607,0.2459,0.3316,0.285
14057,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014057.jpg,0.0071,0.0224,0.0034,0.0024,0.0029,0.0042
14058,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014058.jpg,0.0039,0.0088,0.0047,0.0013,0.001,0.0035
14059,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014059.jpg,0.0075,0.0042,0.0222,0.0095,0.0008,0.0007
14060,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014060.jpg,0.3556,0.6345,0.3222,0.7116,0.0755,0.0341
14061,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014061.jpg,0.0128,0.0267,0.0118,0.0167,0.0056,0.0031
14062,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014062.jpg,0.4534,0.4209,0.3351,0.7568,0.6122,0.1422
14063,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014063.jpg,0.0299,0.0603,0.0532,0.0217,0.0073,0.0069
14064,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014064.jpg,0.0006,0.0011,0.0016,0.0004,0.0001,0.0001
14065,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014065.jpg,0.0013,0.0029,0.0026,0.0005,0.0002,0.0006
14066,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014066.jpg,0.0675,0.0096,0.1779,0.1131,0.0115,0.0253
14067,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014067.jpg,0.0004,0.0006,0.0004,0.0004,0.0003,0.0004
14068,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014068.jpg,0.0077,0.0224,0.0088,0.0044,0.0013,0.0017
14069,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014069.jpg,0.59,0.7472,0.163,0.485,0.7651,0.7899
14070,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014070.jpg,0.0414,0.0596,0.0848,0.0174,0.0356,0.0098
14071,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014071.jpg,0.0005,0.0012,0.0007,0.0004,0.0001,0.0003
14072,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014072.jpg,0.0068,0.0155,0.0058,0.0047,0.0067,0.0011
14073,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014073.jpg,0.0448,0.0879,0.048,0.0563,0.0122,0.0196
14074,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014074.jpg,0.028,0.0764,0.0056,0.026,0.0003,0.0317
14075,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014075.jpg,0.0124,0.0034,0.0148,0.0254,0.0003,0.0182
14076,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014076.jpg,0.0015,0.0025,0.0021,0.001,0.0005,0.0014
14077,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014077.jpg,0.0008,0.0016,0.0018,0.0002,0.0001,0.0003
14078,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014078.jpg,0.0644,0.1425,0.0338,0.0357,0.0798,0.0301
14079,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014079.jpg,0.0009,0.0021,0.0008,0.0009,0.0,0.0005
14080,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014080.jpg,0.0011,0.0012,0.0016,0.0003,0.0,0.0027
14081,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014081.jpg,0.0016,0.0026,0.0026,0.0016,0.0003,0.0012
14082,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014082.jpg,0.4023,0.4978,0.7496,0.6107,0.0641,0.0895
14083,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014083.jpg,0.0053,0.01,0.0044,0.0033,0.0011,0.0074
14084,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014084.jpg,0.0026,0.0055,0.001,0.0041,0.0006,0.0019
14085,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014085.jpg,0.0026,0.0046,0.0039,0.0014,0.0023,0.0005
14086,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014086.jpg,0.0035,0.0068,0.0054,0.0021,0.0017,0.0014
14087,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014087.jpg,0.0112,0.027,0.0139,0.0045,0.0048,0.0059
14088,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014088.jpg,0.0068,0.0188,0.0099,0.0037,0.0002,0.0012
14089,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014089.jpg,0.0038,0.0068,0.0036,0.0025,0.0014,0.0049
14090,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014090.jpg,0.0175,0.0265,0.0259,0.015,0.0009,0.0191
14091,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014091.jpg,0.0462,0.1361,0.0078,0.0422,0.0181,0.0265
14092,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014092.jpg,0.0117,0.0215,0.0165,0.0117,0.005,0.0036
14093,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014093.jpg,0.0435,0.1075,0.0365,0.0549,0.0065,0.0119
14094,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014094.jpg,0.0015,0.002,0.0029,0.0022,0.0002,0.0005
14095,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014095.jpg,0.0065,0.0048,0.0162,0.0059,0.0029,0.0025
14096,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014096.jpg,0.0049,0.0067,0.0064,0.0046,0.0043,0.0027
14097,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014097.jpg,0.1424,0.4442,0.1006,0.0211,0.0463,0.1
14098,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014098.jpg,0.0014,0.0018,0.0037,0.001,0.0001,0.0006
14099,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014099.jpg,0.008,0.009,0.0186,0.0031,0.0065,0.0029
14100,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014100.jpg,0.0013,0.0021,0.0028,0.001,0.0003,0.0004
14101,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014101.jpg,0.0005,0.001,0.0009,0.0002,0.0001,0.0003
14102,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014102.jpg,0.0006,0.0005,0.0018,0.0006,0.0,0.0003
14103,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014103.jpg,0.0075,0.0155,0.006,0.0028,0.0021,0.0109
14104,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014104.jpg,0.1203,0.133,0.1486,0.2291,0.0132,0.0777
14105,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014105.jpg,0.0004,0.0003,0.0011,0.0002,0.0001,0.0002
14106,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014106.jpg,0.0189,0.031,0.0249,0.0199,0.0126,0.0062
14107,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014107.jpg,0.0088,0.0199,0.0104,0.0036,0.0033,0.007
14108,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014108.jpg,0.0017,0.0028,0.0036,0.0008,0.001,0.0002
14109,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014109.jpg,0.0699,0.0779,0.2101,0.0405,0.0052,0.0157
14110,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014110.jpg,0.0024,0.0039,0.0026,0.0047,0.0002,0.0006
14111,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014111.jpg,0.0029,0.0044,0.0017,0.0016,0.0017,0.005
14112,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014112.jpg,0.4669,0.6398,0.3396,0.7135,0.4346,0.2071
14113,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014113.jpg,0.012,0.0274,0.0141,0.005,0.0006,0.0127
14114,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014114.jpg,0.0086,0.0152,0.0109,0.0034,0.0124,0.001
14115,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014115.jpg,0.1141,0.3985,0.0325,0.083,0.0392,0.0172
14116,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014116.jpg,0.0725,0.1077,0.0327,0.0185,0.1952,0.0081
14117,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014117.jpg,0.0206,0.023,0.0244,0.0131,0.0044,0.0384
14118,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014118.jpg,0.0096,0.0192,0.005,0.0066,0.0107,0.0068
14119,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014119.jpg,0.0057,0.005,0.0209,0.0016,0.0004,0.0005
14120,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014120.jpg,0.0074,0.0129,0.0056,0.0074,0.0094,0.0017
14121,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014121.jpg,0.008,0.0119,0.0082,0.0059,0.0043,0.0097
14122,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014122.jpg,0.0012,0.0015,0.0008,0.001,0.0008,0.0017
14123,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014123.jpg,0.5533,0.7264,0.7417,0.7642,0.2615,0.2727
14124,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014124.jpg,0.199,0.2649,0.2031,0.2847,0.2049,0.0376
14125,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014125.jpg,0.0058,0.0056,0.0046,0.0016,0.0147,0.0025
14126,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014126.jpg,0.0004,0.0006,0.0006,0.0004,0.0,0.0006
14127,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014127.jpg,0.0012,0.0011,0.0035,0.0004,0.0001,0.0007
14128,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014128.jpg,0.0096,0.008,0.0236,0.0059,0.0028,0.0077
14129,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014129.jpg,0.0454,0.0125,0.0503,0.0049,0.1561,0.0031
14130,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014130.jpg,0.0056,0.0108,0.0101,0.0032,0.0022,0.0018
14131,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014131.jpg,0.0024,0.0026,0.0021,0.0042,0.0002,0.0026
14132,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014132.jpg,0.029,0.0427,0.008,0.0046,0.0741,0.0157
14133,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014133.jpg,0.0075,0.0131,0.0113,0.0051,0.0052,0.0029
14134,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014134.jpg,0.003,0.0019,0.0041,0.0017,0.0012,0.0063
14135,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014135.jpg,0.0001,0.0001,0.0001,0.0002,0.0,0.0001
14136,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014136.jpg,0.0361,0.0939,0.0078,0.0017,0.0068,0.0702
14137,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014137.jpg,0.0368,0.052,0.0431,0.0216,0.0598,0.0077
14138,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014138.jpg,0.002,0.0053,0.0015,0.0013,0.001,0.0011
14139,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014139.jpg,0.0087,0.0167,0.0206,0.0024,0.0012,0.0027
14140,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014140.jpg,0.0153,0.0069,0.0036,0.0383,0.0023,0.0253
14141,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014141.jpg,0.0005,0.0006,0.0004,0.0004,0.0003,0.0006
14142,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014142.jpg,0.0037,0.0055,0.0076,0.003,0.0001,0.0022
14143,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014143.jpg,0.0731,0.1287,0.1193,0.0508,0.0302,0.0367
14144,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014144.jpg,0.0265,0.0141,0.0704,0.0196,0.0012,0.0273
14145,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014145.jpg,0.0097,0.0096,0.0294,0.0035,0.0039,0.0019
14146,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014146.jpg,0.0063,0.0147,0.0101,0.0048,0.0007,0.0014
14147,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014147.jpg,0.0006,0.0013,0.0012,0.0003,0.0002,0.0002
14148,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014148.jpg,0.0008,0.0014,0.0005,0.0008,0.0009,0.0006
14149,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014149.jpg,0.0009,0.0011,0.0005,0.0014,0.0002,0.0011
14150,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014150.jpg,0.988,0.9763,0.9884,0.9974,0.9992,0.9787
14151,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014151.jpg,0.6487,0.8495,0.5896,0.5444,0.9467,0.3132
14152,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014152.jpg,0.0006,0.001,0.0007,0.001,0.0001,0.0002
14153,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014153.jpg,0.0197,0.0349,0.0376,0.0093,0.0014,0.0154
14154,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014154.jpg,0.0009,0.0002,0.003,0.0005,0.0,0.0007
14155,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014155.jpg,0.6033,0.5818,0.5886,0.6039,0.8663,0.3757
14156,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014156.jpg,0.0115,0.0281,0.0078,0.0138,0.0052,0.0026
14157,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014157.jpg,0.0016,0.0025,0.0017,0.0016,0.0004,0.0018
14158,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014158.jpg,0.0119,0.0273,0.0112,0.0154,0.0029,0.0027
14159,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014159.jpg,0.0012,0.0021,0.0013,0.0013,0.0004,0.001
14160,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014160.jpg,0.0013,0.0024,0.0031,0.0004,0.0002,0.0002
14161,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014161.jpg,0.0007,0.0009,0.0005,0.0004,0.001,0.0008
14162,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014162.jpg,0.0109,0.0237,0.0159,0.0083,0.0014,0.0052
14163,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014163.jpg,0.0022,0.0035,0.0025,0.0015,0.0001,0.0035
14164,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014164.jpg,0.0016,0.003,0.0036,0.0003,0.0006,0.0004
