img_no,img_path,property_gender_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
13877,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013877.jpg,0.8442,0.67,0.9248,0.8631,0.9291,0.834
13878,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013878.jpg,0.9998,0.9998,0.9998,0.9997,1.0,0.9999
13879,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013879.jpg,0.9999,0.9998,0.9998,0.9998,1.0,0.9999
13880,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013880.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13881,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013881.jpg,0.7909,0.8092,0.84,0.5907,0.9004,0.8142
13882,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013882.jpg,0.9996,0.9998,0.9991,0.9997,0.9996,0.9997
13883,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013883.jpg,0.9998,0.9997,0.9999,0.9995,0.9999,0.9998
13884,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013884.jpg,0.9949,0.9962,0.996,0.9854,0.998,0.9987
13885,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013885.jpg,0.8344,0.8902,0.6871,0.8686,0.8841,0.8419
13886,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013886.jpg,0.9868,0.993,0.9815,0.9765,0.9977,0.9852
13887,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013887.jpg,0.9991,0.9992,0.999,0.9992,0.9987,0.9995
13888,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013888.jpg,0.9995,0.9993,0.9996,0.999,0.9998,0.9997
13889,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013889.jpg,0.9801,0.9824,0.9843,0.9757,0.9652,0.9928
13890,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013890.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13891,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013891.jpg,0.9999,0.9999,1.0,0.9999,1.0,0.9999
13892,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013892.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
13893,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013893.jpg,0.9993,0.999,0.9995,0.9987,0.9998,0.9995
13894,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013894.jpg,0.999,0.9989,0.9988,0.9981,0.9997,0.9993
13895,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013895.jpg,0.9993,0.9994,0.9995,0.9979,0.9999,0.9997
13896,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013896.jpg,0.9996,0.9994,0.9994,0.9996,0.9999,0.9998
13897,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013897.jpg,0.1093,0.1461,0.0647,0.1579,0.0995,0.0782
13898,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013898.jpg,0.9933,0.9935,0.9958,0.9966,0.9975,0.9829
13899,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013899.jpg,0.0001,0.0002,0.0001,0.0003,0.0,0.0001
13900,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013900.jpg,0.9998,0.9997,0.9998,0.9996,1.0,0.9999
13901,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013901.jpg,0.9995,0.9994,0.9997,0.9991,0.9999,0.9997
13902,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013902.jpg,0.8938,0.8475,0.8622,0.9179,0.972,0.8696
13903,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013903.jpg,0.0851,0.12,0.1078,0.1404,0.0295,0.028
13904,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013904.jpg,0.976,0.9837,0.975,0.9582,0.9866,0.9766
13905,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013905.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13906,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013906.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13907,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013907.jpg,0.6675,0.8524,0.8387,0.6106,0.489,0.547
13908,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013908.jpg,0.9997,0.9996,0.9998,0.9996,0.9999,0.9998
13909,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013909.jpg,0.0038,0.0085,0.0042,0.0019,0.0024,0.0018
13910,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013910.jpg,0.9675,0.9705,0.948,0.946,0.987,0.9862
13911,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013911.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13912,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013912.jpg,0.9999,0.9998,0.9999,0.9997,1.0,0.9999
13913,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013913.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
13914,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013914.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13915,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013915.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13916,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013916.jpg,0.9851,0.9787,0.9827,0.9878,0.9897,0.9869
13917,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013917.jpg,0.9967,0.9951,0.9993,0.9914,0.9995,0.9981
13918,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013918.jpg,0.2059,0.3899,0.1617,0.3062,0.0371,0.1348
13919,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013919.jpg,0.9996,0.9996,0.9998,0.9989,1.0,0.9999
13920,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013920.jpg,0.9996,0.9996,0.9995,0.9995,0.9998,0.9995
13921,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013921.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
13922,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013922.jpg,0.9999,0.9999,1.0,0.9999,1.0,0.9999
13923,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013923.jpg,0.9974,0.9968,0.9983,0.995,0.9991,0.9981
13924,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013924.jpg,0.9963,0.9972,0.9964,0.996,0.999,0.9931
13925,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013925.jpg,0.9999,0.9998,0.9999,0.9997,1.0,0.9999
13926,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013926.jpg,0.9995,0.9994,0.9997,0.9993,0.9999,0.9991
13927,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013927.jpg,0.9849,0.9789,0.9913,0.9702,0.9969,0.987
13928,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013928.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
13929,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013929.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13930,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013930.jpg,0.9992,0.999,0.9993,0.9984,0.9998,0.9994
13931,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013931.jpg,0.9991,0.9993,0.9991,0.998,0.9997,0.9994
13932,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013932.jpg,0.0034,0.01,0.001,0.0048,0.0005,0.0006
13933,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013933.jpg,0.9998,0.9996,0.9999,0.9996,0.9999,0.9997
13934,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013934.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13935,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013935.jpg,0.9985,0.9984,0.9984,0.9974,0.9995,0.9987
13936,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013936.jpg,0.9998,0.9998,0.9998,0.9995,0.9999,0.9997
13937,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013937.jpg,0.9995,0.9995,0.9997,0.9988,0.9999,0.9996
13938,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013938.jpg,0.9992,0.9992,0.9997,0.9981,0.9999,0.9993
13939,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013939.jpg,0.9959,0.9941,0.9952,0.9951,0.9987,0.9963
13940,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013940.jpg,0.9993,0.9987,0.9996,0.9989,0.9997,0.9996
13941,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013941.jpg,0.9997,0.9993,0.9998,0.9996,1.0,0.9997
13942,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013942.jpg,0.9999,0.9998,0.9999,0.9998,1.0,0.9999
13943,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013943.jpg,0.9997,0.9997,0.9997,0.9996,0.9999,0.9998
13944,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013944.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
13945,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013945.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13946,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013946.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
13947,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013947.jpg,0.9998,0.9998,0.9999,0.9997,1.0,0.9998
13948,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013948.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13949,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013949.jpg,0.9964,0.9966,0.997,0.9929,0.9991,0.9963
13950,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013950.jpg,0.9746,0.9811,0.9578,0.9559,0.9932,0.9849
13951,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013951.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
13952,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013952.jpg,0.9934,0.9944,0.992,0.9959,0.9879,0.9966
13953,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013953.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13954,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013954.jpg,1.0,0.9999,1.0,0.9999,1.0,0.9999
13955,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013955.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
13956,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013956.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
13957,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013957.jpg,0.9998,0.9998,0.9999,0.9995,1.0,0.9999
13958,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013958.jpg,0.2504,0.3399,0.3338,0.1898,0.2427,0.1459
13959,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013959.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
13960,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013960.jpg,0.998,0.9972,0.9992,0.9948,0.9997,0.9989
13961,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013961.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13962,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013962.jpg,0.9957,0.9952,0.9979,0.9956,0.993,0.9966
13963,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013963.jpg,0.3512,0.3424,0.3725,0.4523,0.4337,0.1553
13964,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013964.jpg,0.9308,0.9026,0.9328,0.886,0.9917,0.9409
13965,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013965.jpg,0.9999,0.9999,0.9999,0.9997,1.0,0.9999
13966,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013966.jpg,0.9996,0.9995,0.9997,0.9989,0.9999,0.9997
13967,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013967.jpg,0.9998,0.9997,0.9999,0.9996,0.9997,0.9999
13968,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013968.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13969,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013969.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
13970,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013970.jpg,0.9997,0.9994,0.9998,0.9995,0.9998,0.9999
13971,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013971.jpg,0.9995,0.9995,0.9997,0.9989,0.9999,0.9997
13972,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013972.jpg,0.9972,0.9974,0.9978,0.9929,0.9997,0.9981
13973,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013973.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13974,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013974.jpg,0.9999,0.9999,0.9999,0.9997,1.0,0.9999
13975,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013975.jpg,0.8868,0.888,0.9369,0.8472,0.9696,0.7924
13976,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013976.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
13977,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013977.jpg,0.9998,0.9998,0.9999,0.9994,1.0,0.9999
13978,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013978.jpg,0.9897,0.9815,0.9954,0.9876,0.9962,0.9878
13979,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013979.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
13980,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013980.jpg,0.9887,0.9888,0.9823,0.9831,0.9964,0.9929
13981,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013981.jpg,0.9999,0.9999,1.0,0.9999,1.0,0.9999
13982,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013982.jpg,0.7598,0.7674,0.7961,0.6516,0.9134,0.6706
13983,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013983.jpg,0.9643,0.9688,0.969,0.9147,0.988,0.9808
13984,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013984.jpg,0.9974,0.9975,0.9928,0.9982,0.9996,0.9989
13985,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013985.jpg,0.9995,0.9994,0.9997,0.9988,0.9999,0.9996
13986,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013986.jpg,0.0054,0.006,0.0046,0.0123,0.0031,0.0011
13987,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013987.jpg,0.9986,0.9991,0.9985,0.9964,0.9998,0.9992
13988,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013988.jpg,0.992,0.9924,0.9902,0.9891,0.999,0.9893
13989,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013989.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
13990,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013990.jpg,0.9999,0.9998,0.9999,0.9997,1.0,0.9999
13991,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013991.jpg,0.9999,0.9999,0.9999,0.9996,1.0,1.0
13992,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013992.jpg,0.0004,0.0005,0.0003,0.0009,0.0002,0.0001
13993,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013993.jpg,0.9971,0.997,0.9985,0.9923,0.9996,0.9983
13994,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013994.jpg,0.9978,0.9983,0.9968,0.9961,0.9993,0.9986
13995,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013995.jpg,0.9989,0.9982,0.9992,0.9979,0.9997,0.9996
13996,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013996.jpg,1.0,1.0,1.0,1.0,1.0,1.0
13997,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013997.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
13998,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013998.jpg,0.9999,0.9999,0.9999,0.9999,1.0,0.9999
13999,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013999.jpg,0.9349,0.9002,0.943,0.8952,0.9821,0.9539
14000,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014000.jpg,0.9937,0.9893,0.9971,0.9924,0.9991,0.9908
14001,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014001.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
14002,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014002.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14003,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014003.jpg,0.9998,0.9998,0.9997,0.9997,0.9999,0.9999
14004,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014004.jpg,0.9454,0.9572,0.9684,0.9728,0.9136,0.9149
14005,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014005.jpg,0.9999,0.9999,0.9998,0.9998,0.9999,0.9999
14006,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014006.jpg,0.9999,0.9999,0.9999,0.9998,1.0,1.0
14007,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014007.jpg,0.9993,0.9991,0.9995,0.9985,0.9999,0.9995
14008,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014008.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
14009,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014009.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
14010,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014010.jpg,0.5778,0.5102,0.568,0.6686,0.5639,0.5784
14011,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014011.jpg,0.9997,0.9996,0.9997,0.9995,1.0,0.9998
14012,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014012.jpg,0.9977,0.9963,0.9981,0.997,0.9993,0.9976
14013,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014013.jpg,0.9979,0.9946,0.9991,0.9989,0.9985,0.9984
14014,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014014.jpg,0.9999,0.9999,0.9999,0.9999,1.0,1.0
14015,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014015.jpg,0.0045,0.0041,0.0032,0.0081,0.0001,0.0067
14016,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014016.jpg,0.9991,0.9984,0.9995,0.9986,0.9997,0.9991
14017,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014017.jpg,0.9972,0.996,0.9979,0.996,0.9992,0.9971
14018,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014018.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
14019,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014019.jpg,0.1322,0.0919,0.0494,0.304,0.0564,0.1596
14020,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014020.jpg,0.9999,0.9999,0.9999,0.9998,1.0,0.9999
14021,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014021.jpg,0.9999,0.9999,1.0,0.9999,1.0,1.0
14022,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014022.jpg,0.9978,0.9983,0.9987,0.9963,0.996,0.9996
14023,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014023.jpg,1.0,0.9999,1.0,0.9999,1.0,1.0
14024,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014024.jpg,0.9964,0.996,0.9969,0.9987,0.9991,0.9913
14025,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014025.jpg,0.9891,0.9927,0.9913,0.9877,0.9966,0.9771
14026,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014026.jpg,0.5507,0.5041,0.5337,0.3931,0.9091,0.4137
14027,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014027.jpg,0.9998,0.9998,0.9998,0.9996,0.9999,0.9999
14028,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014028.jpg,0.9999,0.9999,0.9999,0.9996,1.0,0.9999
14029,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014029.jpg,1.0,1.0,1.0,0.9999,1.0,1.0
14030,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014030.jpg,0.0161,0.0205,0.0182,0.0327,0.0012,0.008
14031,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014031.jpg,0.999,0.9989,0.999,0.9983,0.9998,0.9988
14032,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014032.jpg,0.9978,0.9978,0.9986,0.994,0.9995,0.9989
14033,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014033.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14034,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014034.jpg,0.9552,0.9658,0.9588,0.9023,0.9856,0.9635
14035,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014035.jpg,0.9852,0.9856,0.9581,0.9915,0.9966,0.9943
