img_no,img_path,property_glass_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
12915,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012915.jpg,0.0036,0.0001,0.012,0.0004,0.0048,0.0005
12916,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012916.jpg,0.0008,0.0004,0.003,0.0,0.0002,0.0005
12917,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012917.jpg,0.0007,0.0008,0.0016,0.0001,0.0002,0.0007
12918,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012918.jpg,0.0008,0.0002,0.0019,0.0001,0.0002,0.0014
12919,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012919.jpg,0.0008,0.0,0.0029,0.0,0.0005,0.0003
12920,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012920.jpg,0.0004,0.0001,0.0015,0.0,0.0001,0.0002
12921,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012921.jpg,0.0005,0.0,0.0019,0.0,0.0003,0.0004
12922,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012922.jpg,0.0008,0.0012,0.0017,0.0001,0.0001,0.0009
12923,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012923.jpg,0.0079,0.0035,0.0222,0.0062,0.0008,0.0065
12924,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012924.jpg,0.0081,0.0028,0.0306,0.0011,0.0043,0.0019
12925,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012925.jpg,0.0039,0.0073,0.0079,0.0002,0.0006,0.0034
12926,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012926.jpg,0.0083,0.0061,0.0148,0.0012,0.0057,0.0135
12927,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012927.jpg,0.0002,0.0002,0.0005,0.0,0.0001,0.0004
12928,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012928.jpg,0.0031,0.0003,0.0115,0.0004,0.0011,0.0023
12929,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012929.jpg,0.0083,0.002,0.0342,0.0001,0.0023,0.0028
12930,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012930.jpg,0.0037,0.0004,0.0137,0.0003,0.0006,0.0037
12931,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012931.jpg,0.0,0.0,0.0,0.0,0.0,0.0
12932,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012932.jpg,0.0005,0.0003,0.0014,0.0,0.0002,0.0004
12933,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012933.jpg,0.0004,0.0002,0.0013,0.0001,0.0003,0.0004
12934,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012934.jpg,0.0001,0.0001,0.0002,0.0,0.0,0.0001
12935,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012935.jpg,0.0009,0.0012,0.002,0.0,0.0003,0.001
12936,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012936.jpg,0.0009,0.0007,0.0009,0.0,0.0001,0.0026
12937,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012937.jpg,0.0041,0.0005,0.0077,0.0089,0.0003,0.0033
12938,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012938.jpg,0.004,0.0035,0.011,0.0006,0.0008,0.0044
12939,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012939.jpg,0.0001,0.0001,0.0002,0.0,0.0,0.0001
12940,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012940.jpg,0.0198,0.0009,0.085,0.0003,0.0011,0.0119
12941,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012941.jpg,0.0043,0.0006,0.0127,0.0054,0.0011,0.0018
12942,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012942.jpg,0.0017,0.0001,0.0068,0.0,0.0013,0.0001
12943,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012943.jpg,0.0006,0.0014,0.0006,0.0,0.0001,0.001
12944,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012944.jpg,0.0026,0.0006,0.0055,0.0001,0.0005,0.0063
12945,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012945.jpg,0.0007,0.0015,0.001,0.0,0.0002,0.0008
12946,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012946.jpg,0.0126,0.024,0.0169,0.0001,0.0016,0.0206
12947,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012947.jpg,0.0017,0.0006,0.0047,0.0002,0.0004,0.0026
12948,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012948.jpg,0.0002,0.0001,0.0006,0.0,0.0002,0.0001
12949,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012949.jpg,0.0271,0.0009,0.1137,0.0023,0.0112,0.0072
12950,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012950.jpg,0.0033,0.0022,0.0049,0.0001,0.0012,0.0079
12951,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012951.jpg,0.0002,0.0002,0.0002,0.0,0.0001,0.0005
12952,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012952.jpg,0.0004,0.0014,0.0002,0.0,0.0001,0.0002
12953,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012953.jpg,0.0004,0.0001,0.0009,0.0,0.0002,0.0007
12954,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012954.jpg,0.0011,0.0005,0.0028,0.0001,0.0001,0.002
12955,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012955.jpg,0.0011,0.0011,0.0017,0.0001,0.0002,0.0024
12956,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012956.jpg,0.0017,0.0023,0.0036,0.0001,0.0006,0.0021
12957,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012957.jpg,0.2806,0.0061,0.2927,0.104,0.1325,0.8674
12958,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012958.jpg,0.007,0.0024,0.0192,0.0007,0.0041,0.0088
12959,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012959.jpg,0.0002,0.0,0.0005,0.0,0.0002,0.0004
12960,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012960.jpg,0.0004,0.0001,0.0007,0.0004,0.0003,0.0006
12961,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012961.jpg,0.0008,0.0006,0.0031,0.0,0.0005,0.0001
12962,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012962.jpg,0.0003,0.0005,0.0003,0.0,0.0001,0.0005
12963,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012963.jpg,0.0002,0.0001,0.0008,0.0,0.0,0.0002
12964,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012964.jpg,0.0151,0.0079,0.0206,0.0035,0.0139,0.0296
12965,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012965.jpg,0.0002,0.0007,0.0004,0.0,0.0,0.0001
12966,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012966.jpg,0.0009,0.0002,0.0032,0.0,0.0002,0.0008
12967,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012967.jpg,0.0063,0.0009,0.0247,0.0001,0.0017,0.0041
12968,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012968.jpg,0.0026,0.002,0.0079,0.0007,0.0008,0.0015
12969,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012969.jpg,0.0006,0.0002,0.0011,0.0,0.0001,0.0016
12970,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012970.jpg,0.0004,0.0001,0.0016,0.0001,0.0001,0.0003
12971,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012971.jpg,0.0017,0.0005,0.0047,0.0004,0.0003,0.0027
12972,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012972.jpg,0.0011,0.0034,0.0008,0.0001,0.0,0.0009
12973,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012973.jpg,0.0885,0.09,0.2762,0.0101,0.0475,0.0186
12974,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012974.jpg,0.0025,0.0016,0.0075,0.0012,0.0011,0.001
12975,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012975.jpg,0.0006,0.0006,0.0016,0.0,0.0003,0.0005
12976,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012976.jpg,0.0009,0.0006,0.0017,0.0,0.0003,0.0017
12977,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012977.jpg,0.0019,0.0006,0.008,0.0003,0.0003,0.0003
12978,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012978.jpg,0.0016,0.0002,0.0068,0.0,0.0002,0.0007
12979,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012979.jpg,0.0006,0.0004,0.0009,0.0001,0.0003,0.0011
12980,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012980.jpg,0.0009,0.0006,0.0027,0.0,0.0002,0.001
12981,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012981.jpg,0.005,0.0017,0.016,0.0005,0.0041,0.0026
12982,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012982.jpg,0.0016,0.0,0.0059,0.0,0.0017,0.0002
12983,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012983.jpg,0.0006,0.0003,0.0008,0.0,0.0003,0.0014
12984,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012984.jpg,0.0018,0.0006,0.0045,0.0001,0.0003,0.0037
12985,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012985.jpg,0.0001,0.0,0.0002,0.0,0.0,0.0002
12986,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012986.jpg,0.002,0.0008,0.0042,0.0001,0.0004,0.0044
12987,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012987.jpg,0.0001,0.0,0.0001,0.0,0.0,0.0002
12988,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012988.jpg,0.001,0.0005,0.0027,0.0002,0.0003,0.0013
12989,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012989.jpg,0.0001,0.0001,0.0002,0.0,0.0001,0.0003
12990,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012990.jpg,0.0063,0.0039,0.0195,0.0046,0.0012,0.0024
12991,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012991.jpg,0.0032,0.0038,0.0094,0.0001,0.0008,0.002
12992,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012992.jpg,0.0002,0.0,0.0006,0.0,0.0001,0.0001
12993,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012993.jpg,0.0022,0.0008,0.0077,0.0003,0.001,0.0011
12994,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012994.jpg,0.0006,0.0002,0.0017,0.0,0.0003,0.0008
12995,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012995.jpg,0.0017,0.0034,0.0015,0.0,0.0002,0.0031
12996,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012996.jpg,0.0002,0.0001,0.0006,0.0,0.0001,0.0004
12997,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012997.jpg,0.0006,0.0007,0.0017,0.0,0.0002,0.0003
12998,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012998.jpg,0.8891,0.7744,0.9544,0.7846,0.9938,0.9385
12999,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/012999.jpg,0.0003,0.0001,0.0009,0.0,0.0002,0.0004
13000,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013000.jpg,0.0042,0.0065,0.0101,0.0006,0.0009,0.003
13001,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013001.jpg,0.8159,0.2758,0.9314,0.9193,0.9796,0.9734
13002,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013002.jpg,0.0042,0.0029,0.0034,0.0002,0.0014,0.013
13003,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013003.jpg,0.0006,0.0001,0.0023,0.0,0.0004,0.0003
13004,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013004.jpg,0.9535,0.8325,0.987,0.9699,0.9895,0.9885
13005,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013005.jpg,0.0151,0.0016,0.0407,0.0002,0.0023,0.0306
13006,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013006.jpg,0.0021,0.0004,0.0082,0.0001,0.0009,0.0008
13007,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013007.jpg,0.0017,0.0017,0.0045,0.0,0.0004,0.0016
13008,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013008.jpg,0.0049,0.0104,0.0099,0.0002,0.0004,0.0036
13009,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013009.jpg,0.0008,0.0009,0.0017,0.0,0.0001,0.0011
13010,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013010.jpg,0.001,0.0008,0.0008,0.0,0.0001,0.0032
13011,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013011.jpg,0.0003,0.0001,0.001,0.0,0.0001,0.0003
13012,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013012.jpg,0.0019,0.0009,0.0058,0.0002,0.0005,0.0022
13013,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013013.jpg,0.0016,0.0029,0.0019,0.0002,0.0014,0.0015
13014,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013014.jpg,0.0003,0.0002,0.0005,0.0,0.0001,0.0004
13015,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013015.jpg,0.0006,0.0007,0.0014,0.0,0.0002,0.0006
13016,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013016.jpg,0.0041,0.0029,0.0134,0.0004,0.0008,0.0028
13017,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013017.jpg,0.0015,0.0011,0.0045,0.0004,0.0003,0.0013
13018,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013018.jpg,0.0011,0.0001,0.0039,0.0002,0.0011,0.0002
13019,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013019.jpg,0.002,0.0027,0.003,0.0006,0.0004,0.0033
13020,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013020.jpg,0.0003,0.0006,0.0005,0.0,0.0,0.0005
13021,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013021.jpg,0.0005,0.0004,0.0015,0.0,0.0002,0.0004
13022,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013022.jpg,0.0029,0.0013,0.0043,0.0002,0.0003,0.0084
13023,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013023.jpg,0.0001,0.0001,0.0002,0.0,0.0001,0.0003
13024,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013024.jpg,0.002,0.0014,0.0059,0.0009,0.0005,0.0015
13025,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013025.jpg,0.0042,0.0008,0.0103,0.0036,0.0024,0.0037
13026,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013026.jpg,0.9694,0.8882,0.9974,0.9713,0.9995,0.9905
13027,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013027.jpg,0.0003,0.0001,0.0003,0.0,0.0001,0.0009
13028,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013028.jpg,0.0004,0.0004,0.0008,0.0001,0.0,0.0007
13029,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013029.jpg,0.0264,0.0454,0.0473,0.0017,0.0219,0.0158
13030,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013030.jpg,0.0277,0.0747,0.0316,0.011,0.0054,0.0159
13031,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013031.jpg,0.0001,0.0001,0.0003,0.0,0.0001,0.0002
13032,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013032.jpg,0.0027,0.0006,0.0082,0.0003,0.0011,0.0032
13033,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013033.jpg,0.0002,0.0004,0.0004,0.0,0.0001,0.0001
13034,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013034.jpg,0.0008,0.0016,0.0011,0.0,0.0003,0.0011
13035,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013035.jpg,0.0016,0.0002,0.0065,0.0,0.0001,0.0011
13036,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013036.jpg,0.0041,0.0017,0.0131,0.0005,0.0006,0.0046
13037,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013037.jpg,0.0008,0.0002,0.0028,0.0,0.0003,0.0009
13038,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013038.jpg,0.0007,0.0007,0.0015,0.0,0.0001,0.0011
13039,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013039.jpg,0.0002,0.0002,0.0003,0.0,0.0001,0.0003
13040,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013040.jpg,0.0006,0.0002,0.0015,0.0001,0.0003,0.0009
13041,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013041.jpg,0.0008,0.0002,0.0035,0.0001,0.0002,0.0001
13042,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013042.jpg,0.014,0.0087,0.0455,0.0047,0.0032,0.0078
13043,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013043.jpg,0.0077,0.002,0.0256,0.0011,0.0006,0.009
13044,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013044.jpg,0.0003,0.0,0.0008,0.0,0.0001,0.0004
13045,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013045.jpg,0.0002,0.0005,0.0001,0.0,0.0,0.0002
13046,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013046.jpg,0.5179,0.1202,0.589,0.8809,0.5815,0.4181
13047,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013047.jpg,0.0034,0.0077,0.0036,0.0014,0.0027,0.0017
13048,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013048.jpg,0.9331,0.8759,0.9911,0.9981,0.9957,0.8048
13049,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013049.jpg,0.0021,0.0038,0.0041,0.0001,0.0002,0.0022
13050,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013050.jpg,0.0044,0.0021,0.0108,0.0012,0.0005,0.0072
13051,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013051.jpg,0.0012,0.0003,0.0026,0.0001,0.0002,0.0031
13052,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013052.jpg,0.0019,0.0002,0.0039,0.0,0.0004,0.0049
13053,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013053.jpg,0.0028,0.0002,0.0126,0.0,0.0002,0.0012
13054,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013054.jpg,0.002,0.0029,0.0038,0.0002,0.0004,0.0028
13055,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013055.jpg,0.3798,0.4182,0.2987,0.1216,0.354,0.7065
13056,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013056.jpg,0.0023,0.0027,0.0041,0.0001,0.0005,0.0042
13057,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013057.jpg,0.0006,0.0002,0.0014,0.0002,0.0002,0.0013
13058,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013058.jpg,0.0034,0.004,0.0071,0.0002,0.0007,0.0049
13059,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013059.jpg,0.0208,0.0451,0.0296,0.0014,0.0085,0.0193
13060,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013060.jpg,0.9369,0.9291,0.9538,0.9269,0.9847,0.89
13061,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013061.jpg,0.0016,0.001,0.0052,0.0003,0.0004,0.0013
13062,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013062.jpg,0.0025,0.0006,0.0089,0.0002,0.0007,0.0022
13063,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013063.jpg,0.0009,0.0001,0.0034,0.0,0.0003,0.0005
13064,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013064.jpg,0.0001,0.0001,0.0002,0.0,0.0001,0.0001
13065,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013065.jpg,0.0125,0.0028,0.0439,0.0092,0.0018,0.0048
13066,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013066.jpg,0.0002,0.0001,0.0005,0.0,0.0,0.0006
13067,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013067.jpg,0.0025,0.0001,0.008,0.0,0.001,0.0035
13068,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013068.jpg,0.0025,0.002,0.0083,0.0001,0.0002,0.0021
13069,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013069.jpg,0.0002,0.0005,0.0002,0.0,0.0001,0.0003
13070,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013070.jpg,0.0001,0.0001,0.0001,0.0,0.0,0.0002
13071,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013071.jpg,0.0024,0.0001,0.0077,0.0001,0.0013,0.003
13072,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/013072.jpg,0.0021,0.0002,0.0009,0.0,0.0003,0.009
