img_no,img_path,property_quality_final_score,score_model_0,score_model_1,score_model_2,score_model_3,score_model_4
14449,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014449.jpg,0.9996,0.9998,0.9991,0.9998,0.9996,0.9997
14450,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014450.jpg,0.9923,0.9957,0.9898,0.9893,0.9966,0.9903
14451,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014451.jpg,0.0355,0.0407,0.0544,0.0327,0.0394,0.0103
14452,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014452.jpg,0.9997,0.9997,0.9995,0.9999,0.9996,0.9997
14453,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014453.jpg,0.9993,0.9996,0.9991,0.9994,0.9997,0.999
14454,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014454.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
14455,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014455.jpg,0.9977,0.9981,0.9949,0.9985,0.9983,0.9988
14456,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014456.jpg,0.9993,0.9994,0.9988,0.9997,0.9994,0.9991
14457,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014457.jpg,0.9998,0.9999,0.9996,0.9999,0.9997,0.9999
14458,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014458.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14459,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014459.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14460,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014460.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14461,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014461.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14462,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014462.jpg,0.9996,0.9997,0.9993,0.9997,0.9997,0.9994
14463,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014463.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14464,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014464.jpg,0.9998,0.9999,0.9997,1.0,0.9997,0.9999
14465,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014465.jpg,0.9982,0.9987,0.9973,0.998,0.9992,0.9976
14466,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014466.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14467,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014467.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9998
14468,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014468.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
14469,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014469.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
14470,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014470.jpg,0.9992,0.9994,0.9985,0.9997,0.999,0.9992
14471,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014471.jpg,0.9994,0.9998,0.9989,0.9995,0.9995,0.9993
14472,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014472.jpg,0.9998,0.9999,0.9996,0.9999,0.9998,0.9998
14473,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014473.jpg,0.9967,0.9981,0.9942,0.9986,0.9957,0.9972
14474,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014474.jpg,0.9605,0.9711,0.9543,0.9617,0.9703,0.9451
14475,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014475.jpg,0.9894,0.9935,0.9809,0.9975,0.9863,0.9891
14476,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014476.jpg,0.9998,1.0,0.9995,0.9997,0.9998,0.9997
14477,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014477.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9999
14478,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014478.jpg,0.9971,0.9985,0.9957,0.9982,0.996,0.9973
14479,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014479.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14480,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014480.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14481,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014481.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14482,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014482.jpg,0.9991,0.9995,0.9981,0.9998,0.9989,0.9991
14483,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014483.jpg,0.9997,0.9998,0.9993,0.9999,0.9997,0.9997
14484,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014484.jpg,0.999,0.9996,0.9984,0.9996,0.9982,0.9993
14485,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014485.jpg,0.9985,0.9989,0.9971,0.9996,0.998,0.9988
14486,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014486.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14487,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014487.jpg,0.9997,0.9998,0.9995,0.9999,0.9997,0.9996
14488,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014488.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14489,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014489.jpg,0.6314,0.6859,0.5446,0.5792,0.7025,0.6448
14490,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014490.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14491,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014491.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14492,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014492.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14493,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014493.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9999
14494,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014494.jpg,0.9821,0.9926,0.9711,0.979,0.984,0.9839
14495,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014495.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14496,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014496.jpg,0.9993,0.9995,0.9987,0.9998,0.9991,0.9994
14497,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014497.jpg,0.8037,0.7917,0.7619,0.9526,0.628,0.8844
14498,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014498.jpg,0.0699,0.0765,0.0847,0.0359,0.1214,0.0309
14499,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014499.jpg,0.9991,0.9996,0.9981,0.9995,0.9991,0.9992
14500,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014500.jpg,0.9995,0.9997,0.9988,0.9998,0.9994,0.9996
14501,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014501.jpg,0.3561,0.4098,0.3152,0.3398,0.3276,0.3882
14502,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014502.jpg,0.998,0.998,0.9967,0.999,0.9986,0.9977
14503,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014503.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14504,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014504.jpg,0.9942,0.9958,0.988,0.9987,0.9944,0.9941
14505,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014505.jpg,0.9998,0.9998,0.9996,0.9999,0.9998,0.9998
14506,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014506.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14507,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014507.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9998
14508,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014508.jpg,0.971,0.976,0.9679,0.9902,0.9701,0.9509
14509,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014509.jpg,0.9999,1.0,0.9998,0.9999,0.9999,0.9999
14510,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014510.jpg,0.0706,0.1314,0.082,0.0267,0.0426,0.0706
14511,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014511.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
14512,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014512.jpg,0.9998,0.9999,0.9996,0.9998,0.9999,0.9997
14513,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014513.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14514,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014514.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
14515,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014515.jpg,0.4708,0.3436,0.5153,0.5487,0.481,0.4655
14516,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014516.jpg,0.9999,1.0,0.9997,1.0,0.9998,0.9999
14517,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014517.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14518,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014518.jpg,0.999,0.9994,0.9985,0.9994,0.9994,0.9985
14519,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014519.jpg,0.9997,0.9999,0.9996,0.9998,0.9999,0.9996
14520,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014520.jpg,0.9803,0.9836,0.971,0.9813,0.9869,0.9788
14521,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014521.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
14522,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014522.jpg,0.9992,0.9996,0.9984,0.9998,0.9989,0.9993
14523,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014523.jpg,0.0373,0.0474,0.0332,0.0257,0.0446,0.0356
14524,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014524.jpg,0.9846,0.9944,0.9687,0.9922,0.9843,0.9834
14525,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014525.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14526,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014526.jpg,0.9975,0.9986,0.9968,0.9978,0.9984,0.9959
14527,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014527.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14528,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014528.jpg,0.9999,1.0,0.9998,0.9999,0.9999,0.9999
14529,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014529.jpg,0.9998,0.9999,0.9995,0.9999,0.9998,0.9998
14530,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014530.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14531,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014531.jpg,0.9978,0.9987,0.9956,0.9982,0.999,0.9977
14532,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014532.jpg,0.9986,0.9993,0.9974,0.9995,0.9983,0.9987
14533,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014533.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14534,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014534.jpg,0.9991,0.9994,0.9981,0.9993,0.9993,0.9993
14535,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014535.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
14536,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014536.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
14537,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014537.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14538,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014538.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14539,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014539.jpg,0.9999,1.0,0.9999,1.0,0.9999,0.9999
14540,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014540.jpg,0.9996,0.9997,0.9994,0.9998,0.9998,0.9994
14541,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014541.jpg,0.9997,0.9999,0.9993,0.9997,0.9997,0.9997
14542,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014542.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
14543,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014543.jpg,0.295,0.2362,0.2711,0.2558,0.2946,0.4174
14544,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014544.jpg,0.9938,0.9952,0.9895,0.9955,0.9942,0.9947
14545,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014545.jpg,0.9994,0.9996,0.999,0.9997,0.9996,0.9992
14546,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014546.jpg,0.9974,0.9981,0.9951,0.9988,0.9973,0.998
14547,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014547.jpg,0.9999,1.0,0.9997,0.9999,0.9999,0.9999
14548,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014548.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14549,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014549.jpg,0.8061,0.734,0.8107,0.9593,0.8261,0.7005
14550,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014550.jpg,0.9999,1.0,0.9999,1.0,1.0,0.9999
14551,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014551.jpg,0.9998,0.9999,0.9996,1.0,0.9998,0.9999
14552,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014552.jpg,0.9936,0.9971,0.9879,0.9955,0.9921,0.9952
14553,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014553.jpg,1.0,0.9999,0.9999,1.0,1.0,1.0
14554,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014554.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14555,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014555.jpg,0.0674,0.0925,0.0662,0.0766,0.0396,0.0623
14556,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014556.jpg,0.9999,1.0,0.9998,1.0,0.9999,0.9999
14557,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014557.jpg,0.9995,0.9996,0.999,0.9997,0.9995,0.9993
14558,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014558.jpg,0.9954,0.9968,0.9922,0.9961,0.9958,0.996
14559,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014559.jpg,0.9839,0.9926,0.9808,0.9853,0.9941,0.9666
14560,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014560.jpg,0.4879,0.5268,0.4593,0.5357,0.5121,0.4054
14561,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014561.jpg,0.5792,0.7148,0.5632,0.4911,0.5394,0.5874
14562,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014562.jpg,0.9998,0.9998,0.9996,0.9998,0.9998,0.9997
14563,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014563.jpg,0.9986,0.9986,0.9975,0.9991,0.9993,0.9983
14564,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014564.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14565,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014565.jpg,0.9997,0.9999,0.9994,0.9998,0.9998,0.9997
14566,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014566.jpg,0.9999,0.9999,0.9999,1.0,0.9999,0.9999
14567,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014567.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14568,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014568.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14569,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014569.jpg,0.9753,0.9762,0.9695,0.9929,0.9771,0.9608
14570,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014570.jpg,0.9998,0.9999,0.9995,0.9999,0.9997,0.9997
14571,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014571.jpg,0.9922,0.9847,0.9918,0.9993,0.9929,0.9925
14572,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014572.jpg,1.0,1.0,0.9999,1.0,0.9999,1.0
14573,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014573.jpg,0.9886,0.9953,0.9864,0.993,0.9884,0.98
14574,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014574.jpg,0.5723,0.5189,0.4882,0.7417,0.6218,0.4911
14575,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014575.jpg,0.9987,0.999,0.9978,0.9994,0.9987,0.9984
14576,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014576.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9998
14577,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014577.jpg,0.9963,0.9989,0.993,0.9979,0.9956,0.9963
14578,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014578.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14579,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014579.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14580,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014580.jpg,0.9998,0.9999,0.9997,0.9999,0.9998,0.9998
14581,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014581.jpg,0.9998,0.9999,0.9995,0.9999,0.9999,0.9998
14582,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014582.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14583,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014583.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14584,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014584.jpg,0.9999,1.0,0.9998,0.9999,0.9998,0.9999
14585,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014585.jpg,0.9998,0.9999,0.9997,0.9999,0.9999,0.9998
14586,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014586.jpg,0.9951,0.9985,0.9926,0.9952,0.9963,0.9928
14587,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014587.jpg,0.9999,0.9999,0.9998,0.9999,0.9999,0.9999
14588,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014588.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14589,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014589.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
14590,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014590.jpg,1.0,1.0,0.9999,1.0,1.0,0.9999
14591,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014591.jpg,0.9998,0.9999,0.9997,0.9998,0.9999,0.9997
14592,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014592.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14593,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014593.jpg,0.9995,0.9996,0.9991,0.9997,0.9997,0.9993
14594,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014594.jpg,0.9997,0.9999,0.9994,0.9999,0.9996,0.9998
14595,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014595.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14596,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014596.jpg,0.9993,0.9996,0.999,0.9995,0.9996,0.999
14597,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014597.jpg,0.9874,0.9911,0.977,0.9953,0.9862,0.9874
14598,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014598.jpg,0.9999,0.9999,0.9998,1.0,0.9999,0.9999
14599,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014599.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14600,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014600.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14601,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014601.jpg,0.8592,0.8793,0.8571,0.8101,0.9342,0.8151
14602,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014602.jpg,1.0,1.0,0.9999,1.0,1.0,1.0
14603,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014603.jpg,0.999,0.9993,0.9984,0.9989,0.9996,0.9988
14604,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014604.jpg,1.0,1.0,0.9999,1.0,1.0,0.9999
14605,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014605.jpg,0.9999,0.9999,0.9997,0.9999,0.9999,0.9999
14606,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014606.jpg,0.9999,0.9999,0.9999,1.0,0.9999,0.9999
14607,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014607.jpg,1.0,1.0,1.0,1.0,1.0,1.0
14608,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images/014608.jpg,0.3935,0.36,0.3914,0.4897,0.4105,0.3156
