img_no,hair_color,hair_length,background_score,hairstyle
17303,-0.2905,-0.9401,0.4405,0.8414
17304,-0.9288,0.8475,1.2111,-0.6444
17305,-0.9261,1.0785,1.1422,-0.0119
17306,-0.2584,-0.5957,0.4667,0.0416
17307,-0.0451,0.6163,1.2454,-0.4984
17308,0.5387,0.7849,0.533,-0.1043
17309,1.2921,0.4257,-0.8717,0.5607
17310,0.5169,-0.4769,0.9657,-0.1784
17311,-0.9028,-0.5604,1.4726,0.1479
17312,0.1225,0.7393,-1.1162,1.1616
17313,-0.8233,0.9798,1.5217,-0.0296
17314,0.1896,0.7419,1.4371,-0.0981
17315,0.0504,0.1461,0.6008,-0.0605
17316,0.9633,0.8893,0.7865,-0.5091
17317,1.5981,0.4379,0.6752,0.2048
17318,1.3237,0.701,-1.1558,-0.8115
17319,-0.3419,0.8527,1.1895,-0.6097
17320,0.7511,0.7377,1.0354,-0.9588
17321,0.504,1.2206,0.4096,-0.6037
17322,-0.7894,1.5295,-0.1867,-0.6114
17323,-0.6937,0.5513,0.5761,-0.927
17324,1.7721,0.5494,-0.1472,-0.7548
17325,-0.4674,0.8403,0.9947,0.349
17326,-0.8606,0.3264,0.4362,-0.6868
17327,0.891,0.8133,-0.3092,-0.3793
17328,-0.1504,0.7904,1.186,0.1499
17329,1.3807,0.8055,-0.6926,-0.2805
17330,-0.9023,-0.5617,-0.1158,0.8227
17331,-0.1749,1.2696,1.2667,-0.897
17332,1.7356,0.4106,0.9155,-1.3775
17333,-1.0846,-0.0028,0.0186,0.3296
17334,0.3393,0.8345,-1.8614,0.9963
17335,-1.0705,0.4826,1.2688,-1.0284
17336,0.0363,0.8886,1.4439,-0.7478
17337,1.219,0.7271,0.2742,-0.0416
17338,-0.219,1.2008,0.0823,0.2626
17339,0.8565,-0.7504,-0.4432,1.2607
17340,-0.6168,-1.2841,0.6508,-0.8052
17341,-0.1903,0.3223,0.2292,0.7911
17342,-0.7935,0.8928,0.9109,-0.3093
17343,1.3127,-0.5433,0.4769,-0.2106
17344,-0.5188,0.5306,-0.0667,-0.1364
17345,1.0714,0.0824,-0.4404,-0.4973
17346,-0.7005,0.1129,1.3899,0.9151
17347,1.2395,1.1236,-2.0752,0.0097
17348,-0.6461,0.5759,1.3796,0.6342
17349,-0.9,0.1692,1.0071,1.4918
17350,-1.233,0.7922,1.4732,-0.1505
17351,-0.3275,1.3111,-1.126,0.4825
17352,-0.3926,0.6126,-0.1873,-0.3281
17353,0.2293,-0.834,1.2725,1.0961
17354,-0.8715,1.1909,0.492,-0.3117
17355,-0.9682,1.2821,1.1529,-0.2146
17356,-1.1445,0.4447,0.8669,0.1307
17357,1.2209,0.9269,1.3073,-0.128
17358,-0.9807,0.5729,0.3941,-0.4998
17359,1.3825,-0.6625,-1.0105,1.5423
17360,-1.0349,0.609,1.2628,0.3676
17361,1.1373,0.227,0.6797,0.0945
17362,0.7344,0.6897,-0.4527,0.2491
17363,1.0065,0.4802,-1.7476,0.1537
17364,0.3552,0.851,1.1206,-0.2097
17365,-0.8056,0.2201,0.4825,-0.0376
17366,-0.831,0.4732,1.0899,-0.1705
17367,-0.6766,1.1733,1.8259,1.0914
17368,-1.1745,-2.2038,0.8837,-0.0314
17369,0.7796,0.5719,0.3248,-0.1499
17370,-0.2001,0.6316,0.5726,-0.1673
17371,-0.6745,-0.7237,-1.1863,0.0811
17372,-1.15,0.5192,1.2006,0.079
17373,-0.6787,0.5437,1.414,-0.4675
17374,1.2939,-1.0245,0.8533,-0.0522
17375,-0.1465,0.866,1.3272,0.7387
17376,-1.1541,0.6837,1.34,0.8517
17377,-1.2824,0.1529,0.1241,0.6905
17378,-0.7721,1.4045,0.5619,-0.5381
17379,-0.5217,1.1924,-0.6084,1.0609
17380,0.0178,0.6841,1.1164,-0.2984
17381,0.7503,0.208,-1.1429,1.1404
17382,-0.484,0.22,0.5267,0.545
17383,-0.7984,0.3196,-1.3933,1.1854
17384,-0.6161,0.702,-0.7504,0.7265
17385,-0.0002,0.8332,-0.4794,0.0504
17386,-0.7054,0.7665,0.6834,1.0404
17387,-0.918,-0.0269,1.0411,0.2067
17388,0.1352,1.3251,1.1683,-1.0336
17389,-0.1074,-1.0435,0.1194,1.2671
17390,-0.5543,0.6528,-0.6543,0.1057
17391,-0.4723,0.975,0.8874,-0.7588
17392,1.8055,0.8886,1.7025,-0.4474
17393,-0.8194,-3.2507,0.7442,-0.4289
17394,1.1435,0.5801,-0.5584,-0.4399
17395,-0.4415,0.9912,1.711,-0.4299
17396,1.6286,-0.6503,0.4206,0.2043
17397,-0.5889,0.8915,0.0007,0.0071
17398,-0.3368,-1.1713,0.0742,1.071
17399,-1.3028,-1.0982,1.0385,-0.7844
17400,-0.2011,0.8569,0.794,1.3105
17401,1.1054,0.7352,-1.0994,-0.2689
17402,1.9943,0.7884,0.8327,-1.4251
17403,-0.7573,0.373,1.5641,-0.4931
17404,0.938,0.8849,1.3492,-0.3307
17405,-0.6288,0.6146,1.1839,-0.5742
17406,0.7289,0.96,1.0613,-0.0621
17407,0.3636,0.0296,0.3095,0.1588
17408,0.8296,-0.8023,1.5519,0.0707
17409,-0.3187,0.7059,0.7248,0.1681
17410,0.5942,-0.8888,-1.0324,1.0009
17411,1.0884,0.8836,-0.1299,-0.1093
17412,0.9514,0.6911,1.3444,-0.6462
17413,-0.9735,0.3806,1.2319,-0.1469
17414,-0.6437,0.8238,1.4051,-0.6859
17415,0.9264,0.1924,1.192,-0.1617
17416,0.1049,-0.1342,0.0437,-0.2146
17417,-0.6631,0.4406,1.2776,0.1106
17418,1.1245,1.289,-0.1699,-0.1896
17419,2.3056,0.0414,-0.0608,-1.0377
17420,1.5473,1.0456,0.7107,0.052
17421,-0.9607,0.2451,0.965,-0.4894
17422,0.0283,0.6495,0.2333,0.3904
17423,-0.3781,-0.4251,1.0155,-0.3217
17424,1.2369,0.611,-0.2367,0.1608
17425,1.633,0.7801,1.1427,-0.2497
17426,0.2259,0.8791,1.0185,0.396
17427,-0.9441,-0.5699,-0.0556,-0.145
17428,-0.3381,0.2699,1.4147,-0.3391
17429,-0.347,0.7958,1.1085,-0.2528
17430,-1.0021,0.8191,0.6694,0.1309
17431,-0.1029,0.9145,-1.1569,0.1554
17432,-1.4571,-2.2396,-0.8598,0.1045
17433,-0.8111,0.3948,1.4903,-0.809
17434,-0.7833,-0.9055,-0.4842,-0.0787
17435,1.8841,1.0437,-1.4393,-0.3407
17436,0.0579,1.1754,1.1116,0.0117
17437,-1.0215,0.3893,1.0959,-0.5714
17438,1.455,0.6294,1.2319,-1.387
17439,0.0337,0.6491,1.4099,-0.1479
17440,0.7687,0.8679,1.2752,-0.7348
17441,-1.2004,0.3312,0.4927,-0.8478
17442,0.0804,0.9323,0.7483,-0.2479
17443,0.6083,0.6774,1.4663,-0.2963
17444,0.7865,-0.6743,0.1294,0.0277
17445,-0.4988,-0.5858,-0.1543,-0.6753
17446,-0.6247,0.3932,0.5352,0.8321
17447,-0.3751,0.1301,-1.0151,1.1375
17448,-1.2178,0.0815,1.0141,0.1946
17449,0.2825,0.5932,1.4045,-0.8781
17450,0.4038,0.8321,-1.0929,1.5955
17451,0.0354,0.7232,0.9969,-0.3941
17452,0.37,1.1405,-1.1145,-0.2661
17453,2.4811,0.5881,-0.8591,0.1507
17454,-1.211,-0.9941,-0.2443,0.1353
17455,1.8366,0.7453,1.2224,-1.1002
17456,0.5162,1.1553,0.8978,0.3915
17457,-0.8475,0.4274,1.1993,-0.2079
17458,-0.1119,0.4794,-0.5711,0.0198
17459,-0.8448,1.1017,0.8995,-0.3912
17460,0.2493,-0.6414,0.7913,0.683
17461,-0.8766,0.7243,-1.0771,-0.2783
17462,-1.3584,0.0949,0.0865,1.5399
17463,-0.5864,0.5138,-0.4523,-0.3559
17464,0.679,0.7979,0.3353,0.1367
17465,-1.1225,0.048,1.1795,0.4023
17466,-0.7765,0.8387,-0.896,-0.4088
17467,1.3727,0.4929,0.9017,-0.0344
17468,-0.91,-0.6608,0.4426,-0.0345
17469,1.1446,0.6155,1.1979,-0.7976
17470,-0.2787,0.8895,0.091,-0.6447
17471,-0.9021,-2.6291,0.4706,-0.3114
17472,0.268,0.9574,1.0747,0.0601
17473,-0.8368,0.7373,1.371,-0.3695
17474,-0.5063,0.7257,-0.0109,-0.006
17475,-0.9889,0.6108,0.4857,0.6081
17476,1.5662,0.7987,0.8669,-0.5677
17477,0.2484,0.1748,0.5174,-0.1224
17478,-0.7221,0.8439,0.5499,-0.2696
17479,-0.1305,0.8743,0.4114,0.0827
17480,-0.9999,1.2093,0.9117,0.7584
17481,-0.8501,1.2136,1.5197,-0.5995
17482,-0.1525,0.7164,0.9841,-0.6312
17483,0.4999,0.9149,-0.2939,-0.1734
17484,-0.4217,0.6886,0.9399,-1.0064
17485,-1.0332,0.5634,-1.4727,0.9012
17486,-0.1226,0.5289,1.0124,-0.303
17487,-0.0098,-0.711,0.6827,0.5594
17488,-0.3524,0.8424,1.5599,0.1387
17489,-0.9531,-0.486,-0.045,1.6373
17490,-0.5189,0.6534,-0.3043,0.1239
17491,0.6004,0.8033,1.0653,-0.9824
17492,-1.2181,-0.1509,0.2769,-0.2138
17493,-0.9427,0.5929,0.7414,-0.8662
17494,-0.976,0.1032,-0.8534,1.271
17495,0.2159,0.5308,0.536,-1.0399
17496,-0.2963,-0.5723,-1.4392,2.6763
17497,-0.6811,0.7779,1.3811,-0.0574
17498,-0.2804,0.7404,0.9291,-0.5794
17499,-0.9017,1.0478,1.4019,0.884
17500,-0.12,0.6266,0.2297,-0.5897
17501,1.5658,0.7478,-0.5411,-0.3035
17502,-0.2447,0.5046,0.8948,-0.0993
17503,0.0459,0.3572,0.8614,-0.7249
17504,1.476,0.3377,-1.244,-0.6799
17505,-0.7031,0.0197,-1.5871,3.0129
17506,0.4417,0.5756,-1.8233,-0.4014
17507,-1.299,0.4605,0.5925,-0.0377
17508,1.2816,0.9987,-1.3594,-1.1004
17509,0.9779,0.7412,0.1129,-0.9389
17510,-1.3329,1.2302,0.6986,-0.4974
17511,0.4559,0.668,1.296,-0.6345
17512,-0.7832,0.9548,-1.3009,0.3084
17513,0.2025,0.7987,0.7508,-0.3198
17514,-0.7717,1.3623,-1.0587,-0.114
17515,-1.2887,0.4792,0.6637,-0.4827
17516,-0.0787,0.2114,0.1943,-0.6209
17517,-0.8851,0.6444,0.6479,0.0953
17518,-0.3643,1.1132,0.8079,0.3416
17519,-0.3822,-0.3581,0.9021,0.3093
17520,-0.4734,-0.5501,-0.7463,0.2722
17521,0.9033,0.8969,-0.7887,-0.1114
17522,-1.0999,0.9742,1.6261,0.1385
17523,1.2561,0.6843,1.1555,-0.3973
17524,0.6284,-1.0616,-0.7249,0.7818
17525,-0.9112,0.6613,1.4679,-0.9687
17526,-0.8673,0.6687,0.5705,0.0715
17527,-0.891,0.2746,0.4827,-0.9017
17528,0.81,0.7099,0.9765,-0.0528
17529,-0.9771,-0.6429,-1.5447,0.7667
17530,-0.7218,0.4546,-0.9731,-0.0473
17531,0.509,0.9699,0.4576,0.4533
17532,-0.8288,-1.5399,1.2268,1.506
17533,-0.6447,0.8878,0.9532,0.5632
17534,-0.3523,0.4507,1.5819,-0.4183
17535,-0.7219,0.6624,-0.0701,-0.6006
17536,-1.3277,-1.0233,-0.9144,-0.0321
17537,-0.2297,0.4439,0.562,-0.1415
17538,2.0908,0.9669,-1.739,-1.5365
17539,-0.6793,0.6749,1.2225,-0.4706
17540,-0.3435,0.6761,1.3124,-0.2784
17541,-0.5322,0.6021,0.8375,-0.3083
17542,-1.2936,0.44,0.3492,0.2807
17543,-0.8432,-0.3082,0.5152,-0.7519
17544,0.6166,0.8289,0.7776,0.1662
17545,-1.1628,0.3672,1.3768,-0.6488
17546,-0.3479,1.0637,0.3215,-0.3388
17547,1.2707,0.856,1.2814,-1.2831
17548,-0.8199,0.5822,0.3402,0.7674
17549,-0.7892,-0.2836,0.7432,0.6063
17550,1.0869,0.6441,1.4573,-0.5442
17551,-0.383,0.6972,-0.6313,-0.2555
17552,-0.1582,0.6244,1.0774,-0.0625
17553,-0.348,-0.1183,-0.2248,0.8474
17554,-0.6962,0.7265,1.2454,0.6115
17555,-0.3427,0.4531,-0.0216,1.2068
17556,-0.9331,0.2203,0.5409,0.2341
17557,-1.0838,0.4608,0.0767,0.1505
17558,-0.1518,0.3626,-0.4939,0.0466
17559,0.8816,0.7863,0.7967,0.6096
17560,1.4441,-0.6031,0.0928,-0.362
17561,1.1063,-1.3295,0.876,0.3307
17562,0.1837,0.6371,-0.9699,-0.2917
17563,-0.9479,-0.5488,0.5928,0.6872
17564,-0.801,0.8409,0.6829,0.4754
17565,-0.6657,0.8029,0.1248,1.0553
17566,-0.5618,1.0066,0.7382,-0.1514
17567,0.3464,0.9943,-1.2494,0.8261
17568,-1.1501,0.6673,-0.297,0.5146
17569,-0.6231,0.5791,1.0681,-0.2381
17570,-0.5736,0.362,1.1641,-0.5792
17571,-0.5846,0.4157,0.0489,1.1093
17572,-1.1527,0.1959,1.9207,0.8941
17573,0.3026,0.6856,0.658,-0.4804
17574,-1.1092,0.8366,1.1041,0.0562
17575,0.897,0.6769,1.8213,-0.7424
17576,-0.6694,1.1979,1.0462,0.5166
17577,-1.0369,-0.4313,1.3985,-1.125
17578,-0.8623,0.6364,0.796,0.6212
17579,-0.8791,-0.4901,0.0392,0.8168
17580,0.4092,0.7219,0.7083,-0.4949
17581,-0.9106,0.8115,0.8904,0.6321
17582,0.055,-1.3217,-0.3796,0.3118
17583,-1.0469,0.2406,1.2537,-0.3607
17584,-0.1037,-2.2728,0.7613,-0.0315
17585,-0.7789,-0.1154,-1.6848,0.6447
17586,-1.0598,0.6618,0.9823,0.1923
17587,-1.1692,0.4477,0.9138,-0.6143
17588,-0.9826,0.2635,0.9086,0.0914
17589,-0.5349,0.5944,1.282,0.8912
17590,-1.2041,0.3427,1.0274,-0.3285
17591,-0.7171,0.1908,1.5539,0.5504
17592,-0.8047,-0.2179,0.765,-0.4583
17593,-0.3209,-2.6085,1.2907,0.321
17594,1.386,0.8144,1.2029,-0.6739
17595,-0.3692,0.1732,-1.5448,0.3031
17596,-1.0646,0.3637,1.2523,-0.3085
17597,0.5434,0.7514,1.2539,-0.3273
17598,-0.6481,1.0375,1.0104,-0.0505
17599,-0.7357,0.8159,1.1045,0.0368
17600,0.5904,0.2216,0.0306,-0.0907
17601,-1.125,-0.5604,-0.2009,1.1015
17602,-0.9256,0.2965,0.8858,0.214
17603,-0.7768,0.8276,0.7408,-0.0389
17604,-0.9889,0.3795,1.234,-0.4816
17605,-0.8046,0.4204,-0.8124,0.597
17606,0.2763,0.8818,-0.872,-0.0359
17607,-0.9824,0.0416,-0.5196,0.0307
17608,1.1182,0.6581,0.1146,0.4426
17609,-0.0723,0.9128,0.9767,-0.731
17610,1.0352,0.3484,0.5947,-0.5335
17611,-0.12,0.028,1.4264,-0.25
17612,-0.6563,-0.6161,0.9004,0.2628
17613,-0.5978,0.697,1.2451,-1.3605
17614,-0.0358,0.5786,-1.3152,-0.2081
17615,-0.4702,0.857,-0.049,-0.7454
17616,-0.9689,0.2647,1.0826,0.317
17617,-1.3797,-0.3579,0.3367,0.9982
17618,-0.5668,1.308,1.257,-0.1686
17619,-0.0559,0.5882,-1.7986,0.1363
17620,-1.0612,0.9075,-0.0238,1.2766
17621,1.4118,-1.0371,1.1858,0.209
17622,1.1184,0.2755,0.9637,-0.1605
17623,-0.8738,-0.7246,-1.1823,0.7792
17624,0.2188,0.1809,1.6154,0.3109
17625,-0.2959,-0.2926,-0.5312,1.608
17626,0.4242,0.6224,-0.6687,1.3185
17627,-0.3776,1.1758,-1.5668,0.5935
17628,-0.1942,-0.3893,0.3215,0.314
17629,0.9514,0.4805,1.4076,-1.6434
17630,-1.1379,0.6515,1.1026,-0.6833
17631,2.8266,0.6647,-1.5045,-1.0547
17632,1.1521,-1.0928,-0.7108,0.7648
17633,-0.1686,-1.7498,1.2527,1.3426
17634,-0.4676,0.3459,1.13,1.6319
17635,0.3857,-0.5133,-0.4137,0.3829
17636,0.713,0.6825,0.6827,-0.6308
17637,-0.6418,0.1448,0.8727,0.6459
17638,-0.9918,1.0244,-1.461,0.3225
17639,-0.4315,1.371,1.4723,-0.6846
17640,0.9588,1.1247,1.4264,-0.3201
17641,-0.8796,0.3304,0.8976,-0.4972
17642,-1.2393,0.6815,1.3748,-0.2519
17643,1.7723,0.4928,-0.7219,-0.7826
17644,-0.8172,-2.6067,0.608,-0.1023
17645,1.4033,0.9318,-0.216,-0.5317
17646,-1.088,0.6169,0.3165,-0.5974
17647,-0.0979,0.0347,0.7088,-0.0472
17648,-0.8373,0.9003,0.0623,-0.1291
17649,0.5319,1.1625,1.0283,-0.1168
17650,0.2394,1.1567,1.3391,-0.4618
17651,1.2948,0.8185,1.4616,-1.3451
17652,-0.7138,-0.5588,-2.0275,1.1309
17653,-0.8866,1.1007,1.3029,-1.021
17654,-0.3471,0.8317,1.3751,0.0437
17655,-1.353,-1.6258,0.8643,0.0739
17656,1.248,0.6736,1.8032,-1.5536
17657,-0.3865,0.6745,1.1513,-1.0737
17658,-0.8528,1.1352,1.5782,0.0962
17659,1.473,-1.7914,0.7589,0.3927
17660,-0.9558,-0.1626,0.8369,0.4502
17661,1.1267,0.3315,0.755,-1.5147
17662,-1.1803,0.7766,-1.1581,-0.5208
17663,-0.8701,0.3781,0.479,0.8102
17664,-0.9788,-0.054,0.3624,0.1991
17665,-0.4022,0.7452,1.0332,0.3637
17666,-0.8378,-1.0988,-0.3624,0.3963
17667,-0.9172,0.8424,-0.6285,-0.3599
17668,-1.0402,0.2033,0.6915,0.0772
17669,-0.5699,0.5262,1.02,-0.1828
17670,1.835,0.4988,0.2824,-1.3803
17671,-1.0701,-1.2698,-0.6804,2.7052
17672,-0.306,0.4722,1.1325,-0.0017
17673,1.9593,-0.2255,-0.0375,0.7304
17674,-1.1109,0.5481,1.4517,0.2058
17675,-0.7301,-0.0902,1.1255,-0.0553
17676,-1.3079,0.4102,0.9698,0.1419
17677,-0.5184,0.3565,0.6242,1.4135
17678,-0.5183,0.3582,1.0799,1.0039
17679,-0.8009,0.353,1.0603,-0.1151
17680,-0.6212,0.7064,1.2465,-0.2486
17681,-0.587,0.6946,1.1347,0.1064
17682,-0.7033,0.7652,0.6339,-0.2543
17683,-0.2848,0.7667,-1.0473,0.763
17684,1.3163,1.2912,-0.2383,-0.1984
17685,-1.1671,0.3156,0.8792,-0.9514
17686,-0.2333,0.4169,0.3793,0.4291
17687,-0.9407,0.787,1.1916,0.8272
17688,-0.8966,0.973,0.7655,0.9363
17689,0.1214,0.3053,-1.2047,0.0775
17690,0.9619,-0.8134,-0.1589,1.8265
17691,-0.7422,-0.1209,-0.6855,0.7638
17692,-0.5448,0.8791,0.354,-0.4999
17693,0.5935,0.8911,0.2098,-0.3766
17694,0.1265,0.5589,1.3746,-0.3139
17695,1.0484,0.9066,0.8165,-1.5336
17696,0.4573,1.0335,0.915,-0.4754
17697,0.2052,1.1096,0.9565,0.1262
17698,-1.5661,-0.2948,-1.3655,0.0654
17699,-0.9493,0.5802,0.3641,-0.1192
17700,-0.7896,0.6767,0.8787,0.5804
17701,-0.5982,-3.0229,1.2937,1.0191
17702,-0.6771,0.3113,1.1973,0.4023
17703,-0.8984,0.6334,-0.686,0.7896
17704,-0.5417,0.7825,1.227,-0.9078
17705,-0.7623,0.502,0.2413,1.4095
17706,0.3171,1.2032,-1.1866,1.0765
17707,0.4216,1.0242,-1.204,-0.4303
17708,-0.7959,-2.5744,1.1588,0.8259
17709,-0.4219,0.7307,0.201,-1.0136
17710,-1.0001,-1.8224,0.8868,-0.0623
17711,-0.8193,0.6588,0.8406,-0.304
17712,1.9679,-1.876,-0.223,1.2072
17713,1.2991,0.7798,0.7004,-0.7998
17714,-1.3,0.8248,0.0505,-0.1324
17715,-0.4126,0.5555,0.3669,-0.618
17716,-0.9967,1.1953,0.8171,0.398
17717,-0.3457,0.9525,0.0352,-0.5392
17718,0.9628,1.0213,-1.4783,0.3777
17719,-0.9491,1.136,1.0936,0.374
17720,-1.4233,0.5256,1.3017,-0.1265
17721,-0.8537,0.939,0.8222,1.4633
17722,-1.0701,1.3324,-0.6349,-0.3746
17723,1.1643,0.497,1.2973,-0.712
17724,-1.1957,-0.2634,1.4844,0.6833
17725,0.9265,-1.8873,0.4778,0.1072
17726,-0.4232,0.9157,1.6912,-1.609
17727,-0.6267,-0.2662,-1.2569,1.0236
17728,-0.7126,0.0696,0.2868,0.866
17729,0.4726,0.7654,1.0526,-0.7179
17730,0.1848,0.9856,1.0457,-0.1159
17731,-0.8935,0.9215,0.9742,-0.0864
17732,0.0109,0.1787,0.9237,-1.0693
17733,-0.9856,0.5477,-1.0727,1.0325
17734,-0.6338,1.1868,-0.9795,1.2834
17735,-0.3707,0.4548,1.6174,-1.2333
17736,-0.6742,0.8435,0.9381,-0.0023
17737,-0.7897,0.8286,1.4952,0.5196
17738,-0.7424,0.8471,1.0927,0.7116
17739,-0.0429,1.1018,1.391,-0.753
17740,-1.2049,-0.164,1.2234,1.0875
17741,-0.4292,-0.7204,-0.7135,0.7504
17742,-1.218,0.2379,-1.5553,1.0331
17743,-0.8025,0.8909,1.147,0.0633
17744,0.6655,0.8323,1.091,-0.2574
17745,-1.0459,1.0072,0.7243,-0.6316
17746,1.5405,-3.1125,-0.4278,0.8104
17747,-0.9805,0.8288,0.8715,-0.5786
17748,-0.706,0.9452,1.8149,-0.0056
17749,1.8357,0.5248,1.1133,-1.2865
17750,-0.8388,1.4977,1.0659,0.3837
17751,-0.5015,-2.278,0.3576,0.0326
17752,-1.0217,0.7498,1.4298,0.1104
17753,-0.8473,0.4025,0.3116,0.1111
17754,0.5368,0.6364,-1.6818,1.8046
17755,-0.0766,0.9575,1.7643,-0.224
17756,-0.1374,0.7988,-1.4336,0.7184
17757,-0.5678,0.5684,2.0058,0.6357
17758,-0.9575,-0.6341,1.2584,0.1389
17759,0.0355,0.6916,1.0486,-0.5666
17760,-0.2016,-1.6331,-0.6279,0.8342
17761,-0.7304,0.4838,0.9067,-0.1279
17762,1.0756,0.6743,-2.0101,-0.4288
17763,-0.0845,-1.3364,-0.3958,1.3539
17764,-0.4051,0.4246,1.1066,-0.882
17765,0.5108,0.5386,1.2012,-0.175
17766,0.1642,0.6784,0.0368,0.4765
17767,-0.7414,0.4064,-1.0286,1.8246
17768,-0.8983,-0.3762,1.0827,0.8316
17769,-1.2778,0.1322,-1.0651,0.7558
17770,-1.0957,-0.8693,1.109,-0.7543
17771,0.3528,0.3417,1.2194,-0.8312
17772,-0.7387,-1.511,0.4919,-0.043
17773,-0.9046,1.2094,-0.8124,-0.374
17774,0.7744,0.743,0.9415,-0.6758
17775,0.7232,0.8867,-0.6128,0.1152
17776,-0.5197,0.1104,-0.3226,0.9385
17777,-1.1314,0.6859,1.613,-0.4797
17778,1.8182,0.5241,-1.4723,-0.6334
17779,-1.0131,0.1415,0.427,0.4382
17780,-0.862,0.9191,1.1193,0.5939
17781,-0.6312,0.4013,0.75,0.2795
17782,-0.8361,0.5273,0.8776,-0.4231
17783,-0.1807,0.1381,1.2274,-0.0568
17784,-0.0516,0.5262,1.1531,-0.7938
17785,-0.2541,1.2542,0.2504,1.5042
17786,-0.3693,0.4531,0.7189,-0.3875
17787,-0.0921,-1.0234,1.0504,1.2854
17788,-0.8237,1.2895,0.8012,-0.2701
17789,-0.807,0.9831,0.833,0.6305
17790,1.1698,0.3196,1.2839,0.084
17791,-0.0242,0.4031,-0.4439,0.0243
17792,-1.0696,0.948,0.6143,1.0387
17793,0.8644,1.2033,-1.3804,-0.1663
17794,-0.8158,0.2979,-0.4062,0.1375
17795,-1.5578,0.522,-0.1423,0.3464
17796,-0.6962,0.7137,0.8317,0.547
17797,-1.0196,0.8167,0.7045,0.9584
17798,1.3591,0.7217,0.6503,-0.6926
17799,-0.1956,0.9136,0.8423,0.4777
17800,0.1066,0.597,0.1101,-0.4995
17801,-1.4433,0.647,1.1165,0.7034
17802,-0.7072,0.8442,-1.1422,-0.0682
17803,-0.4275,-0.339,-1.0124,0.1577
17804,-0.4673,-0.4226,0.4823,0.1401
17805,-0.2972,0.8414,1.6608,-0.8141
17806,-1.2088,1.1746,0.4162,-0.6146
17807,-0.8205,0.6456,-0.0894,0.5807
17808,-0.1602,-0.9357,0.7102,0.2375
17809,0.724,1.0023,-1.9295,0.4453
17810,-1.1169,0.258,1.6931,1.1488
17811,-0.2285,0.8217,1.3156,-0.8577
17812,-0.642,-0.9353,0.7613,1.1738
17813,-1.1217,-0.3351,0.9379,0.9562
17814,0.4778,-1.9723,-0.5119,1.6025
17815,0.603,0.4158,-1.5793,1.8847
17816,-0.5399,0.6292,-0.1311,0.978
17817,-0.4749,-0.1787,0.6647,-0.0728
17818,-0.2764,0.4892,0.0077,-1.3369
17819,-0.38,0.8951,1.5403,-0.7592
17820,-0.571,1.0955,1.5213,-0.1214
17821,1.2173,0.4054,-0.9643,-0.5053
17822,-0.5497,0.8339,0.0349,0.0242
17823,-1.2515,1.0251,0.4995,0.0586
17824,-0.8641,-0.2993,1.4783,0.1489
17825,-0.0305,0.4747,0.0137,0.9784
17826,1.2673,0.7685,-1.6896,0.6344
17827,0.6013,1.0124,1.0953,-0.6149
17828,-0.6192,0.8529,0.9397,-0.5403
17829,-1.0292,0.5187,-0.6344,0.3371
17830,0.5204,0.526,0.0311,-0.4375
17831,0.1835,-0.8415,-1.1003,0.3367
17832,0.1016,-0.1976,1.5827,0.3152
17833,0.165,0.4719,0.8241,-1.0172
17834,-0.7853,1.1088,-1.868,-0.5502
17835,1.9461,0.5657,-0.9735,-1.0333
17836,-0.4701,0.9234,1.3543,0.7287
17837,-0.801,0.4462,0.8953,0.3242
17838,-0.1345,1.0371,1.7056,-0.7231
17839,-0.8811,-0.7051,1.6415,1.9305
17840,-0.6757,0.27,1.159,-1.5926
17841,1.2402,0.3967,0.3389,-1.0757
17842,-0.1057,0.748,-0.6804,-0.4739
17843,0.2701,0.2137,0.967,-0.4461
17844,0.0537,0.61,-0.8508,0.3296
17845,0.0365,0.5473,0.2726,0.4921
17846,-0.1595,0.7521,0.0441,-0.2124
17847,-1.0883,0.8033,1.4401,0.6538
17848,0.7251,0.8938,-0.7003,1.2374
17849,0.3204,0.1777,-2.0834,1.2216
17850,0.948,1.0108,-0.9388,-0.6904
17851,-0.581,-4.2552,-0.9945,0.1029
17852,-0.8362,0.7882,1.2756,-0.7524
17853,-0.7654,0.8692,-0.7344,0.6187
17854,-0.2977,0.6736,0.7855,0.008
17855,0.2358,0.3511,-0.4547,0.8769
17856,-0.6607,0.32,0.9755,-0.1339
17857,1.4478,1.0873,-0.8059,-0.0989
17858,0.2244,0.7242,1.432,0.1124
17859,0.0714,0.9584,0.3708,0.1335
17860,-0.2559,1.0862,-1.5837,0.1028
17861,0.9926,0.6339,1.3355,-0.9067
17862,-1.2081,-0.6198,1.447,1.1128
17863,-0.1641,-0.1028,1.2811,-0.3168
17864,-0.7386,0.0508,1.4436,0.3527
17865,1.224,0.931,1.4018,-1.4373
17866,-0.3175,1.0821,0.5684,0.7609
17867,-0.8528,0.722,1.0613,0.4713
17868,-0.1353,0.4046,-0.4335,1.1383
17869,-1.1057,0.3102,-0.5668,0.5752
17870,-0.7293,0.5955,0.3194,0.626
17871,-0.7853,0.267,-0.5688,0.7544
17872,0.4067,0.4413,1.6844,-0.6753
17873,0.7919,-3.0553,-0.2576,1.3404
17874,-1.1087,-0.7064,0.8458,1.0008
17875,-1.5114,-0.2261,1.289,0.7765
17876,-0.87,0.5687,0.275,-0.2334
17877,-0.6898,-0.5647,-0.4171,0.3185
