img_no,img_path,eyes_v2,eyes_v2_cnn,eyes_diff,hair_color_v2,hair_color_v2_cnn,hair_color_diff,hair_length_v2,hair_length_v2_cnn,hair_length_diff,mouth_v2,mouth_v2_cnn,mouth_diff,pose_v2,pose_v2_cnn,pose_diff,background_mean_v2,background_mean_v2_cnn,background_mean_diff,background_std_v2,background_std_v2_cnn,background_std_diff
9299,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009299.jpg,1.0822,0.9599,0.1223,0.1877,0.2209,0.0332,-0.7083,-0.5929,0.1154,-0.3088,-0.2178,0.091,3.7114,4.1326,0.4212,1.3263,1.3191,0.0072,-0.7577,-0.5414,0.2163
9300,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009300.jpg,1.3498,1.0504,0.2994,-0.2086,-0.3079,0.0993,0.1143,-0.0236,0.1379,-1.0138,-1.0195,0.0057,-0.1651,-0.2469,0.0818,1.2388,1.314,0.0752,0.8602,0.2211,0.6391
9301,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009301.jpg,-1.4708,-1.2575,0.2133,-1.169,-1.151,0.018,-0.6335,-0.6887,0.0552,1.0677,1.3106,0.2429,1.0042,1.119,0.1148,-0.3502,-0.2474,0.1028,1.3726,0.4291,0.9435
9302,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009302.jpg,-0.0391,0.0006,0.0397,-0.764,-0.8741,0.1101,0.4883,0.5928,0.1045,0.5364,0.4989,0.0375,-0.3693,-0.3479,0.0214,0.6337,0.7654,0.1317,-0.6276,-0.806,0.1784
9309,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009309.jpg,0.1301,0.4084,0.2783,0.7663,1.0201,0.2538,-0.3624,-0.3409,0.0215,0.542,0.4567,0.0853,5.6951,4.4874,1.2077,1.3418,1.3838,0.042,-0.3458,-0.8815,0.5357
9313,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009313.jpg,-0.7647,-0.7065,0.0582,0.6855,0.7099,0.0244,0.3107,0.3775,0.0668,0.0606,0.066,0.0054,-0.4125,-0.4537,0.0412,0.5505,0.7346,0.1841,-0.811,-0.774,0.037
9315,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009315.jpg,2.0519,1.9893,0.0626,1.5775,1.343,0.2345,-0.1474,0.0341,0.1815,0.214,0.3039,0.0899,-0.7179,-0.8146,0.0967,0.8796,0.9755,0.0959,-0.8326,-0.8735,0.0409
9317,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009317.jpg,-1.6238,-2.2278,0.604,-1.399,-1.4469,0.0479,-1.718,-1.794,0.076,-1.0138,-1.26,0.2462,2.3137,1.9532,0.3605,-1.2637,-1.2118,0.0519,0.2044,0.3571,0.1527
9318,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009318.jpg,0.5628,0.6438,0.081,-1.1866,-1.2672,0.0806,0.5724,0.5844,0.012,-1.0138,-1.1076,0.0938,3.2758,3.0818,0.194,-1.1686,-1.0473,0.1213,2.4436,2.3591,0.0845
9319,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009319.jpg,0.676,0.8932,0.2172,0.5824,0.5563,0.0261,0.2265,-0.0236,0.2501,-1.0138,-1.0744,0.0606,-0.5274,-0.6014,0.074,-0.6514,-0.794,0.1426,-0.6441,-0.4831,0.161
9322,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009322.jpg,-0.0687,0.042,0.1107,0.0902,-0.1091,0.1993,-1.531,-1.39,0.141,0.6624,0.6287,0.0337,-0.6298,-0.6249,0.0049,-0.7529,-0.5621,0.1908,2.6804,2.312,0.3684
9324,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009324.jpg,0.6498,0.3124,0.3374,-0.6844,-0.5665,0.1179,-0.0165,0.1018,0.1183,1.6604,1.4428,0.2176,-0.528,-0.5643,0.0363,1.5866,1.3257,0.2609,-0.7852,-0.7316,0.0536
9325,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009325.jpg,-0.7588,-0.4928,0.266,-1.32,-1.2976,0.0224,-0.0072,-0.0628,0.0556,1.1434,1.1162,0.0272,1.3455,1.2012,0.1443,-0.6956,-0.5143,0.1813,0.7672,0.2825,0.4847
9326,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009326.jpg,-0.0424,-0.0231,0.0193,0.6106,0.6243,0.0137,0.7968,0.8018,0.005,-0.4962,-0.7799,0.2837,-0.5187,-0.4477,0.071,1.1916,1.2905,0.0989,-0.8648,-0.9997,0.1349
9330,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009330.jpg,-0.7619,-1.0359,0.274,-1.3504,-1.4816,0.1312,0.3948,0.3462,0.0486,-1.0138,-1.1492,0.1354,-0.3098,-0.3516,0.0418,0.7466,0.7748,0.0282,-0.6837,-0.8143,0.1306
9333,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009333.jpg,2.0452,1.8038,0.2414,-0.5366,-0.5932,0.0566,-0.6148,-0.6507,0.0359,-0.6491,-0.6859,0.0368,-0.5123,-0.4731,0.0392,-0.0431,0.1248,0.1679,0.1771,0.1236,0.0535
9338,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009338.jpg,-0.1243,0.0015,0.1258,-0.6911,-0.5161,0.175,-0.2503,-0.0856,0.1647,-1.0138,-0.9854,0.0284,-0.0776,0.0312,0.1088,-1.7099,-1.4716,0.2383,-0.8296,-1.1411,0.3115
9339,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009339.jpg,-0.0437,0.3513,0.395,-0.0942,-0.0097,0.0845,-1.0823,-1.0949,0.0126,1.111,1.0002,0.1108,-0.5422,-0.6369,0.0947,1.5641,1.4402,0.1239,-0.8703,-0.9039,0.0336
9340,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009340.jpg,0.6459,0.5217,0.1242,-1.1835,-1.1482,0.0353,0.3387,0.4379,0.0992,-1.0138,-1.0039,0.0099,-0.2074,-0.2263,0.0189,-1.2143,-0.9974,0.2169,0.2095,0.0521,0.1574
9343,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009343.jpg,-0.0653,0.1844,0.2497,2.4195,2.468,0.0485,-2.2415,-2.0408,0.2007,-1.0138,-1.1015,0.0877,-0.5157,-0.463,0.0527,-0.7464,-0.7853,0.0389,-0.6974,-0.6764,0.021
9344,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009344.jpg,-0.0307,-0.0893,0.0586,2.0973,1.8202,0.2771,0.9837,0.8453,0.1384,1.136,1.2406,0.1046,-0.4867,-0.4759,0.0108,-1.2557,-1.3599,0.1042,-0.2718,-0.3119,0.0401
9345,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009345.jpg,-0.7619,-0.6269,0.135,-0.1472,-0.3834,0.2362,-0.0352,-0.1805,0.1453,0.632,0.5697,0.0623,0.0085,0.0292,0.0207,0.1125,0.2088,0.0963,0.568,1.0737,0.5057
9347,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009347.jpg,-0.047,0.2091,0.2561,0.0181,0.1441,0.126,1.1801,0.9364,0.2437,0.1521,-0.4078,0.5599,0.7889,0.5746,0.2143,1.1749,1.2746,0.0997,0.4618,-0.1591,0.6209
9354,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009354.jpg,-0.03,-0.0744,0.0444,-0.0191,-0.1269,0.1078,0.4696,0.2204,0.2492,0.5269,0.5804,0.0535,-0.6881,-0.7801,0.092,1.5139,1.7427,0.2288,-0.8644,-1.0122,0.1478
9355,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009355.jpg,0.6774,0.5846,0.0928,-0.3204,-0.2943,0.0261,0.9744,0.8005,0.1739,-0.3504,-0.3467,0.0037,0.7169,0.7539,0.037,0.1201,0.1306,0.0105,0.4029,0.2413,0.1616
9356,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009356.jpg,-0.0437,-0.1202,0.0765,-0.2116,-0.0711,0.1405,0.909,1.0756,0.1666,-0.8354,-0.8549,0.0195,0.3346,0.3115,0.0231,1.2657,1.3218,0.0561,-0.929,-0.6008,0.3282
9358,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009358.jpg,0.6498,0.5839,0.0659,0.6258,0.5092,0.1166,1.2642,0.927,0.3372,-0.6226,-0.681,0.0584,-0.6602,-0.6083,0.0519,-0.9246,-0.9612,0.0366,-0.1447,-0.2992,0.1545
9360,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009360.jpg,-0.0295,0.0221,0.0516,-0.9735,-1.0949,0.1214,0.2452,0.1444,0.1008,-1.0138,-0.9554,0.0584,0.0052,0.0586,0.0534,-1.7453,-1.4964,0.2489,-0.9467,-1.0603,0.1136
9361,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009361.jpg,0.6727,0.5618,0.1109,0.2264,0.3197,0.0933,1.0118,0.8522,0.1596,-0.0753,-0.0484,0.0269,0.0983,0.0892,0.0091,0.5395,0.7856,0.2461,1.6109,1.1487,0.4622
9362,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009362.jpg,-0.0596,0.2191,0.2787,-1.2912,-1.1922,0.099,0.75,0.7997,0.0497,-1.0138,-0.8774,0.1364,-0.4731,-0.4407,0.0324,1.1928,1.0641,0.1287,0.4675,0.5977,0.1302
9363,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009363.jpg,1.4094,1.6623,0.2529,1.9128,1.8023,0.1105,0.8809,0.3904,0.4905,-1.0138,-0.9712,0.0426,-0.149,-0.0979,0.0511,-1.5016,-1.3191,0.1825,-0.379,-0.2665,0.1125
9367,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009367.jpg,-0.7804,-0.5485,0.2319,1.1697,1.1751,0.0054,-1.1197,-1.1573,0.0376,-1.0138,-0.7863,0.2275,-0.1744,-0.1804,0.006,0.5744,0.6836,0.1092,-0.7166,-0.9755,0.2589
9371,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009371.jpg,0.5824,0.3111,0.2713,0.1267,0.1473,0.0206,0.6098,0.7181,0.1083,-1.0138,-0.927,0.0868,0.4064,0.3317,0.0747,1.5694,1.6214,0.052,-0.8502,-0.5678,0.2824
9372,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009372.jpg,-0.0623,-0.0448,0.0175,2.4936,2.6261,0.1325,-0.11,0.0043,0.1143,-1.0138,-0.9681,0.0457,-0.4079,-0.4621,0.0542,-1.5161,-1.4202,0.0959,0.7754,1.18,0.4046
9374,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009374.jpg,-0.0437,0.1187,0.1624,-1.4153,-1.3646,0.0507,0.1517,0.1684,0.0167,-1.0138,-1.1561,0.1423,-0.5485,-0.5199,0.0286,-0.8175,-0.982,0.1645,-0.2465,-0.3907,0.1442
9377,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009377.jpg,-0.7804,-0.9427,0.1623,0.1272,0.0402,0.087,0.507,0.3842,0.1228,0.4213,0.625,0.2037,-0.6814,-0.5766,0.1048,0.445,0.4098,0.0352,1.0426,0.8323,0.2103
9381,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009381.jpg,-0.7619,-0.8736,0.1117,-1.0129,-1.0312,0.0183,-0.1848,-0.352,0.1672,0.6715,0.5867,0.0848,-0.3954,-0.4547,0.0593,-0.7603,-0.3241,0.4362,3.1935,3.056,0.1375
9384,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009384.jpg,1.3753,1.7958,0.4205,-0.8852,-1.0266,0.1414,-0.1007,-0.0441,0.0566,-0.6723,-0.9103,0.238,-0.2853,-0.4751,0.1898,1.1033,1.2436,0.1403,-0.6023,-1.6094,1.0071
9387,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009387.jpg,0.6889,0.6336,0.0553,0.8604,0.8376,0.0228,-0.2409,-0.2162,0.0247,-0.1976,-0.1621,0.0355,-0.7336,-0.7589,0.0253,1.2691,0.9978,0.2713,-0.8385,-0.5097,0.3288
9390,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009390.jpg,1.205,1.2709,0.0659,-1.3827,-1.5306,0.1479,0.9183,1.0006,0.0823,-1.0138,-1.0291,0.0153,3.1987,2.7932,0.4055,-1.7553,-1.4231,0.3322,-0.9729,-1.2583,0.2854
9391,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009391.jpg,-0.0412,0.1222,0.1634,0.2972,0.3525,0.0553,0.3667,0.2449,0.1218,-0.9849,-0.8775,0.1074,-0.3998,-0.2762,0.1236,1.2923,1.3124,0.0201,-0.5198,-0.5782,0.0584
9397,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009397.jpg,-0.7778,-0.638,0.1398,-0.128,-0.1139,0.0141,-1.4749,-1.8293,0.3544,0.0389,-0.1345,0.1734,-0.4543,-0.4431,0.0112,0.8853,0.9458,0.0605,-0.8204,-0.4376,0.3828
9399,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009399.jpg,0.6273,0.8646,0.2373,0.506,0.506,0.0,-0.9327,-1.0035,0.0708,-1.0138,-1.0275,0.0137,-0.7044,-0.8492,0.1448,-0.9632,-0.8778,0.0854,-0.2626,-0.2824,0.0198
9400,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009400.jpg,-0.032,-0.2388,0.2068,-0.4006,-0.3698,0.0308,-0.0633,0.1729,0.2362,-1.0138,-0.985,0.0288,-0.2505,-0.2691,0.0186,-1.7104,-1.3753,0.3351,-0.911,-1.1312,0.2202
9406,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009406.jpg,1.3944,1.4889,0.0945,0.2637,0.1727,0.091,0.6005,0.6421,0.0416,-0.6332,-0.6011,0.0321,-0.3939,-0.46,0.0661,0.8924,0.956,0.0636,-0.8182,-0.6554,0.1628
9407,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009407.jpg,-0.7904,-0.6197,0.1707,-0.9292,-0.8575,0.0717,0.4696,0.7027,0.2331,1.1294,0.8897,0.2397,-0.6924,-0.6977,0.0053,-0.1525,-0.0105,0.142,0.423,0.54,0.117
9408,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009408.jpg,0.6321,0.9369,0.3048,-0.8472,-0.9596,0.1124,0.4696,0.4737,0.0041,1.6598,1.697,0.0372,0.0107,-0.0412,0.0519,-0.9757,-0.8323,0.1434,-0.7691,-0.5581,0.211
9410,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009410.jpg,1.4102,1.0811,0.3291,-0.3468,-0.3757,0.0289,-2.8211,-3.0835,0.2624,-1.0138,-0.9837,0.0301,-0.4226,-0.4912,0.0686,-0.5705,-0.6567,0.0862,0.3269,0.3665,0.0396
9416,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009416.jpg,-1.4839,-1.2976,0.1863,-0.529,-0.5428,0.0138,0.8903,0.7377,0.1526,1.3002,1.1833,0.1169,1.0732,1.1838,0.1106,-0.2182,-0.4182,0.2,0.2478,0.6927,0.4449
9419,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009419.jpg,-0.077,-0.1135,0.0365,-0.9573,-0.9224,0.0349,0.7687,1.2782,0.5095,1.1621,1.103,0.0591,-0.4975,-0.4634,0.0341,-0.1957,-0.2283,0.0326,2.9305,2.7468,0.1837
9421,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009421.jpg,0.6533,0.4493,0.204,1.8082,1.6421,0.1661,0.3761,0.4718,0.0957,0.3911,0.4457,0.0546,-0.4045,-0.4754,0.0709,-0.1353,-0.1917,0.0564,0.1874,-0.1995,0.3869
9422,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009422.jpg,-2.1991,-1.9446,0.2545,-1.0894,-0.9371,0.1523,0.9931,0.9988,0.0057,1.4895,1.2178,0.2717,1.6623,1.4606,0.2017,-0.0836,-0.0366,0.047,0.8899,0.638,0.2519
9425,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009425.jpg,-0.7647,-1.0314,0.2667,-0.7305,-0.6427,0.0878,0.7594,0.6876,0.0718,-1.0138,-1.1508,0.137,0.5943,0.6379,0.0436,0.9409,0.8486,0.0923,0.0047,0.104,0.0993
9426,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009426.jpg,-0.0303,-0.358,0.3277,1.5683,1.5398,0.0285,-0.297,-0.4116,0.1146,0.9365,0.7564,0.1801,-0.4118,-0.3963,0.0155,-0.5063,-0.3244,0.1819,-0.5438,-0.5958,0.052
9428,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009428.jpg,-0.1171,-0.1768,0.0597,-1.464,-1.3904,0.0736,0.0863,0.1015,0.0152,-1.0138,-0.9605,0.0533,0.7351,0.8218,0.0867,-0.8633,-0.89,0.0267,-0.8509,-0.6303,0.2206
9431,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009431.jpg,-0.7948,-0.47,0.3248,-0.3379,-0.4595,0.1216,-1.3253,-1.0004,0.3249,0.6171,0.7953,0.1782,-0.608,-0.535,0.073,-0.1966,-0.5003,0.3037,-0.4009,-0.2235,0.1774
9434,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009434.jpg,-0.0412,-0.0437,0.0025,2.4263,2.373,0.0533,0.6378,0.5742,0.0636,-1.0138,-1.0935,0.0797,-0.3231,-0.2615,0.0616,1.5983,1.5546,0.0437,-0.9862,-1.0191,0.0329
9437,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009437.jpg,-0.1415,-0.0546,0.0869,-1.4159,-1.103,0.3129,-3.4942,-3.4023,0.0919,1.3141,1.2695,0.0446,1.0378,0.908,0.1298,0.585,0.4097,0.1753,-0.1946,0.1417,0.3363
9440,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009440.jpg,-1.4676,-1.1356,0.332,-0.539,-0.623,0.084,0.2172,0.2025,0.0147,0.0461,-0.0414,0.0875,-0.2522,-0.2954,0.0432,-1.6931,-1.4221,0.271,-0.8333,-0.7449,0.0884
9444,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009444.jpg,0.6498,0.3226,0.3272,-0.6009,-0.4962,0.1047,0.2078,0.2553,0.0475,-0.5518,-0.7746,0.2228,-0.3411,-0.3419,0.0008,0.2384,0.2256,0.0128,-0.7614,-0.7311,0.0303
9445,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009445.jpg,0.676,0.1649,0.5111,-0.9407,-1.0398,0.0991,0.32,0.3782,0.0582,-0.4551,-0.7365,0.2814,1.1941,1.2235,0.0294,-0.1452,-0.2113,0.0661,-0.7662,-0.332,0.4342
9449,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009449.jpg,-0.7597,-0.4397,0.32,0.4236,0.5775,0.1539,-0.8018,-0.6686,0.1332,1.1244,1.2149,0.0905,0.0481,-0.0216,0.0697,0.8045,0.8525,0.048,2.0972,2.196,0.0988
9453,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009453.jpg,-0.747,-0.3307,0.4163,1.8382,1.6866,0.1516,-2.3724,-2.4177,0.0453,1.5625,1.6693,0.1068,0.3038,0.2289,0.0749,-0.3073,-0.355,0.0477,0.4661,0.0653,0.4008
9454,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009454.jpg,1.3336,1.5718,0.2382,-0.5915,-0.5559,0.0356,1.0492,1.1326,0.0834,-0.978,-0.8489,0.1291,-1.0647,-0.966,0.0987,-1.6081,-1.5024,0.1057,-0.7061,-0.7413,0.0352
9463,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009463.jpg,-0.0437,0.4919,0.5356,1.132,1.2578,0.1258,0.6659,0.657,0.0089,-1.0138,-0.8649,0.1489,-0.5078,-0.4979,0.0099,1.467,1.3308,0.1362,-0.8818,-0.9513,0.0695
9464,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009464.jpg,0.6364,0.4398,0.1966,0.4114,0.328,0.0834,-0.9888,-1.0372,0.0484,0.635,0.7232,0.0882,-0.8819,-0.9845,0.1026,1.4403,1.4515,0.0112,-0.8834,-0.7813,0.1021
9467,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009467.jpg,0.6897,0.5762,0.1135,-0.3312,-0.2955,0.0357,0.1891,0.0284,0.1607,-1.0138,-1.0602,0.0464,0.2687,0.1254,0.1433,0.7781,0.8107,0.0326,-0.5931,-0.7539,0.1608
9469,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009469.jpg,1.3944,1.1379,0.2565,1.4337,1.5271,0.0934,0.6752,0.489,0.1862,-1.0138,-0.9633,0.0505,-0.3762,-0.3612,0.015,-0.9158,-1.0243,0.1085,0.6947,0.8974,0.2027
9470,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009470.jpg,0.6533,0.5184,0.1349,-1.3893,-1.219,0.1703,-0.6522,-0.8761,0.2239,-1.0138,-0.9273,0.0865,-0.533,-0.4987,0.0343,-1.0009,-0.8489,0.152,1.0676,1.0639,0.0037
9471,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009471.jpg,-0.7866,-0.8622,0.0756,-0.4436,-0.3306,0.113,0.5444,0.4177,0.1267,1.4746,1.4993,0.0247,-0.3033,-0.2486,0.0547,-1.7346,-1.5731,0.1615,-0.8961,-0.8386,0.0575
9473,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009473.jpg,0.6415,0.4012,0.2403,0.1289,0.06,0.0689,0.6939,0.9176,0.2237,-0.7971,-0.758,0.0391,-0.3022,-0.3612,0.059,1.5056,1.6785,0.1729,-0.5894,-0.6752,0.0858
9474,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009474.jpg,-0.7507,-0.7565,0.0058,-1.0436,-1.0675,0.0239,0.5631,0.9102,0.3471,1.102,1.1827,0.0807,-0.4782,-0.5196,0.0414,-0.5595,-0.5295,0.03,3.607,3.2308,0.3762
9477,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009477.jpg,1.3688,1.2157,0.1531,-0.5639,-0.5857,0.0218,1.0585,0.8718,0.1867,-1.0138,-0.9836,0.0302,0.6154,0.5648,0.0506,-1.3189,-1.0721,0.2468,-0.1456,-0.4039,0.2583
9478,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009478.jpg,-0.7524,-0.9842,0.2318,0.7932,0.7377,0.0555,0.8622,0.9385,0.0763,-0.3314,-0.282,0.0494,-0.9536,-0.8766,0.077,1.1303,0.9983,0.132,-0.8648,-1.028,0.1632
9479,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/009479.jpg,-0.1127,-0.2894,0.1767,-0.2341,-0.3283,0.0942,-2.4659,-2.3158,0.1501,-0.3488,-0.3316,0.0172,-1.7195,-1.7187,0.0008,-0.9219,-0.8246,0.0973,1.0329,1.2209,0.188
