,img_no,img_path,hairstyle_score
3589,11387,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011387.jpg,0.4513
3590,11397,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011397.jpg,0.2771
3591,11401,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011401.jpg,-2.0111
3592,11403,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011403.jpg,2.4534
3593,11406,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011406.jpg,-0.8431
3594,11410,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011410.jpg,-0.3799
3595,11411,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011411.jpg,-0.3194
3596,11413,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011413.jpg,0.2123
3597,11414,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011414.jpg,0.5622
3598,11416,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011416.jpg,-0.3568
3599,11418,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011418.jpg,-0.4837
3600,11419,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011419.jpg,-0.8686
3601,11420,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011420.jpg,-0.7121
3602,11421,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011421.jpg,1.7996
3603,11422,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011422.jpg,0.1195
3604,11424,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011424.jpg,0.7989
3605,11426,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011426.jpg,-1.3141
3606,11427,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011427.jpg,0.3979
3607,11443,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011443.jpg,-0.759
3608,11446,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011446.jpg,-0.4246
3609,11448,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011448.jpg,-1.0278
3610,11449,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011449.jpg,-1.1684
3611,11450,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011450.jpg,2.5959
3612,11452,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011452.jpg,0.3238
3613,11453,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011453.jpg,0.071
3614,11459,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011459.jpg,0.2013
3615,11460,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011460.jpg,-0.1837
3616,11461,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011461.jpg,-1.5315
3617,11463,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011463.jpg,0.1663
3618,11466,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011466.jpg,-0.2971
3619,11467,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011467.jpg,-0.5188
3620,11476,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011476.jpg,1.2856
3621,11478,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011478.jpg,2.2577
3622,11480,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011480.jpg,0.4957
3623,11483,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011483.jpg,-1.0003
3624,11484,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011484.jpg,0.3615
3625,11487,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011487.jpg,-0.8443
3626,11492,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011492.jpg,-0.4656
3627,11493,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011493.jpg,-0.5963
3628,11495,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011495.jpg,0.4253
3629,11499,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011499.jpg,-0.3113
3630,11502,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011502.jpg,-0.8386
3631,11503,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011503.jpg,-1.4363
3632,11507,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011507.jpg,-1.0029
3633,11510,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011510.jpg,0.1769
3634,11512,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011512.jpg,-1.2382
3635,11520,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011520.jpg,-0.4982
3636,11522,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011522.jpg,0.6899
3637,11523,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011523.jpg,1.1389
3638,11525,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011525.jpg,0.1195
3639,11528,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011528.jpg,-1.4696
3640,11530,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011530.jpg,-0.6626
3641,11531,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011531.jpg,1.4345
3642,11536,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011536.jpg,-0.1645
3643,11539,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011539.jpg,-1.1454
3644,11540,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011540.jpg,0.4593
3645,11544,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011544.jpg,-0.5517
3646,11546,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011546.jpg,-0.0655
3647,11550,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011550.jpg,-0.469
3648,11551,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011551.jpg,0.7469
3649,11552,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011552.jpg,3.0775
3650,11555,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011555.jpg,0.6412
3651,11556,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011556.jpg,-0.1992
3652,11561,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011561.jpg,-0.8701
3653,11562,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011562.jpg,-0.7665
3654,11565,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011565.jpg,0.0869
3655,11566,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011566.jpg,-0.8927
3656,11571,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011571.jpg,-0.2751
3657,11572,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011572.jpg,-0.3528
3658,11575,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011575.jpg,-1.296
3659,11576,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011576.jpg,-0.2357
3660,11588,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011588.jpg,-1.397
3661,11591,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011591.jpg,-0.1685
3662,11592,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011592.jpg,-1.2839
3663,11594,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011594.jpg,-0.3414
3664,11600,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011600.jpg,1.4667
3665,11610,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011610.jpg,-0.4226
3666,11611,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011611.jpg,-0.5886
3667,11616,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011616.jpg,1.0808
3668,11618,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011618.jpg,-1.0147
3669,11619,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011619.jpg,-0.3208
3670,11620,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011620.jpg,-0.0079
3671,11621,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011621.jpg,0.5049
3672,11628,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011628.jpg,-0.4469
3673,11633,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011633.jpg,3.6724
3674,11643,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011643.jpg,-0.6495
3675,11650,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011650.jpg,3.4558
3676,11651,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011651.jpg,-0.4572
3677,11654,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011654.jpg,-0.9168
3678,11659,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011659.jpg,-0.7579
3679,11660,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011660.jpg,0.6749
3680,11661,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011661.jpg,0.3389
3681,11662,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011662.jpg,1.1671
3682,11663,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011663.jpg,0.4139
3683,11666,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011666.jpg,0.1469
3684,11667,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011667.jpg,3.0874
3685,11673,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011673.jpg,1.0767
3686,11674,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011674.jpg,-1.1731
3687,11676,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011676.jpg,1.5747
3688,11680,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011680.jpg,0.1195
3689,11684,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011684.jpg,0.3311
3690,11685,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011685.jpg,0.1195
3691,11689,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011689.jpg,-0.0774
3692,11690,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011690.jpg,0.659
3693,11695,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011695.jpg,-0.6008
3694,11701,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011701.jpg,0.9279
3695,11702,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011702.jpg,-0.1538
3696,11706,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011706.jpg,1.1892
3697,11708,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011708.jpg,-0.6914
3698,11709,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011709.jpg,0.3818
3699,11711,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011711.jpg,0.174
3700,11713,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011713.jpg,-0.8899
3701,11715,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011715.jpg,0.0883
3702,11718,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011718.jpg,2.6525
3703,11722,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011722.jpg,-0.0787
3704,11723,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011723.jpg,-1.4178
3705,11726,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011726.jpg,-1.5919
3706,11729,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011729.jpg,-1.3793
3707,11733,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011733.jpg,0.0966
3708,11734,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011734.jpg,0.505
3709,11735,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011735.jpg,0.9732
3710,11736,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011736.jpg,-0.2255
3711,11738,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011738.jpg,-1.3584
3712,11741,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011741.jpg,-0.4498
3713,11743,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011743.jpg,0.1195
3714,11746,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011746.jpg,-0.6623
3715,11747,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011747.jpg,-1.5355
3716,11759,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011759.jpg,-0.15
3717,11760,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011760.jpg,-0.9545
3718,11762,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011762.jpg,-1.1315
3719,11764,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011764.jpg,-1.3897
3720,11765,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011765.jpg,0.3041
3721,11769,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011769.jpg,-1.0398
3722,11775,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011775.jpg,-0.9086
3723,11776,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011776.jpg,-0.1308
3724,11777,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011777.jpg,-1.1479
3725,11778,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011778.jpg,0.1832
3726,11780,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011780.jpg,2.0933
3727,11789,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011789.jpg,-0.3024
3728,11790,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011790.jpg,0.1195
3729,11804,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011804.jpg,0.1834
3730,11805,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011805.jpg,-0.1345
3731,11806,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011806.jpg,0.6461
3732,11808,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011808.jpg,-0.8232
3733,11812,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011812.jpg,0.1311
3734,11814,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011814.jpg,0.5373
3735,11815,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011815.jpg,0.3116
3736,11820,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011820.jpg,0.2096
3737,11822,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011822.jpg,0.4387
3738,11825,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011825.jpg,-0.3383
3739,11829,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011829.jpg,0.0914
3740,11833,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011833.jpg,-0.4853
3741,11835,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011835.jpg,0.4268
3742,11843,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011843.jpg,1.1171
3743,11845,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011845.jpg,-0.3419
3744,11851,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011851.jpg,3.4166
3745,11853,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011853.jpg,2.1451
3746,11856,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011856.jpg,-0.3951
3747,11857,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011857.jpg,-0.8075
3748,11858,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011858.jpg,0.2431
3749,11860,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011860.jpg,0.6995
3750,11862,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011862.jpg,0.5474
3751,11863,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011863.jpg,-0.136
3752,11864,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011864.jpg,-0.1666
3753,11867,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011867.jpg,0.8548
3754,11872,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011872.jpg,-0.153
3755,11874,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011874.jpg,-0.4636
3756,11876,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011876.jpg,-1.6762
3757,11877,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011877.jpg,0.3474
3758,11880,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011880.jpg,-1.4139
3759,11882,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011882.jpg,-0.4857
3760,11883,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011883.jpg,-0.4675
3761,11889,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011889.jpg,-0.8214
3762,11891,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011891.jpg,-1.4752
3763,11896,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011896.jpg,0.1547
3764,11897,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011897.jpg,-0.2233
3765,11899,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011899.jpg,-0.8867
3766,11904,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011904.jpg,0.3317
3767,11906,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011906.jpg,-1.0071
3768,11909,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011909.jpg,0.5441
3769,11912,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011912.jpg,-0.8294
3770,11914,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011914.jpg,0.267
3771,11916,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011916.jpg,1.7032
3772,11920,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011920.jpg,0.3521
3773,11921,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011921.jpg,0.4656
3774,11925,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011925.jpg,0.0231
3775,11929,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011929.jpg,0.7421
3776,11930,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011930.jpg,-0.5642
3777,11931,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011931.jpg,-0.9439
3778,11934,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011934.jpg,0.3593
3779,11935,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011935.jpg,-1.2041
3780,11936,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011936.jpg,0.1195
3781,11940,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011940.jpg,-0.2435
3782,11941,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011941.jpg,0.3076
3783,11942,C:\Users\20151\Documents\AI_Projects\2025_05_26_OhLoRA_v3/stylegan/generated_face_images_filtered/011942.jpg,-0.1139
