img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
8505,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008505.jpg,1.5905,-0.1589,-0.0969,-0.081,-0.2321,-0.4121,0.8773
8506,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008506.jpg,-0.7091,1.7361,-2.8184,-0.2483,-2.3383,1.0316,-0.4926
8507,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008507.jpg,2.1891,-0.7996,0.3948,-1.0404,-0.5652,1.4058,-0.5232
8514,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008514.jpg,0.7107,-0.3549,-1.0008,-1.4325,-0.4316,-1.9228,-0.1391
8517,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008517.jpg,0.59,-1.1989,0.4339,-0.9784,1.555,-0.5713,0.157
8519,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008519.jpg,0.0432,-0.4208,0.7173,-0.2981,-0.3814,-1.0583,0.3325
8520,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008520.jpg,-0.2553,2.1398,0.7076,0.7896,3.0873,0.6289,0.1109
8521,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008521.jpg,1.0209,0.3234,0.3,-1.135,-0.1317,1.4043,-1.1091
8523,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008523.jpg,1.4777,0.1719,-0.8949,1.4183,-0.7142,-1.3144,-0.0893
8524,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008524.jpg,-1.3,0.5703,-0.9906,1.2347,-0.4347,0.481,0.5058
8525,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008525.jpg,0.1196,-1.1205,0.3935,-1.0652,-0.016,-0.2379,-0.8078
8526,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008526.jpg,-0.0663,-0.1724,0.7236,1.3362,1.5363,1.1824,-0.4479
8528,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008528.jpg,0.3366,1.9825,-2.7345,-0.739,-0.3404,-1.5568,-0.7083
8529,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008529.jpg,-0.3189,-1.0229,0.8617,-1.1312,-0.1915,1.3024,-0.4061
8530,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008530.jpg,1.3888,0.2545,0.1407,-1.0415,-0.5925,0.9667,-0.849
8532,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008532.jpg,-0.652,-1.3341,0.2685,0.5694,-0.4424,0.1426,0.3452
8533,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008533.jpg,-0.0698,-0.6208,0.5543,-0.773,0.4104,-1.3326,0.7672
8534,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008534.jpg,0.4886,-0.5331,-0.9951,1.889,-0.0858,1.4394,0.3176
8537,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008537.jpg,-1.0357,-0.1902,-0.5612,0.8433,0.8564,1.3251,-0.7702
8539,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008539.jpg,-0.158,0.3456,0.3006,-0.1382,1.6061,1.3649,-0.0383
8542,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008542.jpg,-0.3498,-0.5443,-0.039,1.067,0.5075,-2.1728,-0.3641
8544,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008544.jpg,-0.1929,-0.6866,-3.3294,0.5509,-0.57,-0.491,-0.9244
8549,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008549.jpg,0.4291,0.1926,0.3196,-0.2909,-0.3509,-0.9131,1.0904
8551,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008551.jpg,0.6011,0.7888,1.1899,-0.9166,-0.2715,-0.4037,-0.9309
8552,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008552.jpg,-0.6094,-0.2654,0.6382,0.3609,-0.262,-1.721,-0.9283
8553,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008553.jpg,-0.1221,2.0068,0.5353,0.9694,-0.6281,1.2465,-0.8284
8554,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008554.jpg,1.5757,-0.4222,0.5995,-0.9615,3.5116,-0.8132,-1.0126
8555,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008555.jpg,0.6222,-0.9996,0.2429,-0.9575,0.1348,-0.7399,0.1576
8556,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008556.jpg,0.7362,-1.1982,0.9141,-1.0724,-0.6408,1.201,-1.0963
8557,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008557.jpg,-0.0233,-0.9657,0.8719,-0.9068,0.3892,-0.0319,1.9168
8558,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008558.jpg,-0.871,1.6647,0.6381,1.1388,-0.0788,-1.253,0.0746
8560,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008560.jpg,1.2754,-0.9792,0.9976,0.2209,-0.4141,0.3413,0.8065
8561,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008561.jpg,0.3262,0.1572,1.2617,-1.0068,-0.5255,-1.2372,-0.7678
8562,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008562.jpg,0.1611,0.2568,-0.1972,0.3241,-0.3397,-0.0978,-0.0183
8563,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008563.jpg,-0.5816,0.2951,-0.8652,-0.8054,1.7242,-1.3824,-0.7783
8564,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008564.jpg,0.1631,-0.3657,0.3654,0.8591,-0.4603,0.5384,-0.6793
8567,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008567.jpg,0.5724,-0.0829,-0.2115,-0.5476,0.9991,1.1765,-0.7754
8568,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008568.jpg,-0.1037,-1.0649,0.7782,1.2657,-0.5777,-1.0557,0.7841
8569,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008569.jpg,-0.7204,-0.2938,-1.048,-1.0007,-0.5382,1.4806,-0.2699
8570,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008570.jpg,-0.7064,-0.9534,-0.0547,-1.1819,-1.4952,0.5581,0.1635
8573,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008573.jpg,-0.7032,-0.5908,0.0806,-1.0006,-0.3982,-0.7259,-0.4558
8576,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008576.jpg,-0.1477,-0.0945,0.5,0.2176,-0.0162,0.1082,-0.0015
8581,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008581.jpg,-0.932,-0.9958,-0.0139,1.2045,-0.5377,1.0448,-0.7433
8582,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008582.jpg,0.5062,-1.3024,0.2293,-1.1458,-0.1322,-0.8656,0.5991
8583,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008583.jpg,0.2216,-0.543,-1.6647,-1.155,-0.613,0.0495,-1.0756
8585,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008585.jpg,2.117,-0.3582,0.6222,0.2872,-0.3477,-1.345,0.2345
8586,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008586.jpg,-1.5594,-0.7745,-2.3441,1.0522,-0.2815,0.1283,2.2415
8587,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008587.jpg,-1.1399,0.5245,0.3647,0.8726,-0.3102,0.7143,-0.0503
8593,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008593.jpg,-0.6743,2.5598,1.4491,-0.8867,0.7002,1.3126,-0.3502
8595,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008595.jpg,0.389,-0.701,0.6018,-0.9315,-0.5024,-1.3796,1.011
8600,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008600.jpg,-0.8674,-0.1189,0.1806,-0.8408,-0.3823,-0.29,-0.0945
8602,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008602.jpg,-0.2244,1.9315,0.873,1.1956,0.6227,1.7288,-0.3974
8606,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008606.jpg,-0.576,0.0022,-1.8378,0.1735,-0.2572,-1.071,0.3098
8608,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008608.jpg,0.7282,0.8873,0.2504,-0.8959,0.0662,-1.2322,-0.7421
8609,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008609.jpg,-0.9247,-0.3085,-0.5211,-0.6672,-0.8775,0.0672,-0.8485
8610,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008610.jpg,-0.9613,-0.396,-0.3875,-0.6972,0.9423,0.6352,-0.5934
8611,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008611.jpg,-1.3605,-1.0892,0.0443,1.3609,0.3735,0.6595,0.1806
8614,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008614.jpg,-0.2912,-1.0161,0.6826,-0.9952,-0.8462,-1.2443,-1.0172
8616,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008616.jpg,0.4812,-0.8143,0.8126,-1.1045,-0.6015,0.9706,0.1636
8620,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008620.jpg,0.7511,0.7933,-2.0355,-1.0261,-0.1517,-0.5736,0.0415
8621,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008621.jpg,-0.6497,-0.6289,-1.2966,0.2194,-0.0027,0.6349,0.4686
8624,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008624.jpg,0.7998,-0.3427,-1.0898,1.4588,-0.4649,-0.0371,2.2369
8625,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008625.jpg,1.318,-0.8395,-0.9284,-1.068,0.2556,-0.9182,-0.2987
8626,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008626.jpg,-1.3004,-0.7604,0.8492,-1.1205,-0.6833,-1.4005,-1.0062
8632,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008632.jpg,-0.1009,1.4436,-0.197,-0.9552,-0.4226,1.401,-0.8238
8633,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008633.jpg,1.6253,1.9053,-2.2789,-0.9122,-0.7382,0.9427,-0.2185
8634,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008634.jpg,1.143,2.2521,1.3593,-0.646,0.887,1.52,-0.9984
8635,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008635.jpg,-0.4185,-0.9516,0.0672,-0.8656,4.202,1.6621,-0.9463
8636,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008636.jpg,-0.1858,-0.981,0.5662,0.638,3.7935,-0.4796,1.5217
8639,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008639.jpg,1.7771,-0.778,0.6457,-0.3735,6.4563,0.6825,-0.6278
8644,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008644.jpg,0.2161,2.0708,0.4208,-0.8604,-0.4788,0.8142,-0.8069
8647,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008647.jpg,0.4672,-0.575,0.2832,-1.1436,-0.4408,-0.8623,-0.0955
8649,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008649.jpg,0.6898,0.2417,0.8359,0.5361,-0.3517,-0.3901,-0.7257
8650,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008650.jpg,0.8996,-0.1179,0.6918,0.3264,-0.4955,-0.7401,-0.5438
8651,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008651.jpg,0.7003,-0.8242,0.0842,-0.8844,-0.2888,0.9143,-0.0393
8654,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008654.jpg,-0.1263,0.4721,0.8493,1.3786,0.0807,-1.5285,-0.6066
8659,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008659.jpg,1.2034,-0.964,0.6776,1.2304,0.4767,-0.0764,0.2758
8661,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008661.jpg,-1.4127,-0.8271,0.4362,0.9024,-0.4883,0.7761,-0.2497
8662,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008662.jpg,-0.18,-0.1258,-0.1689,-0.8236,2.423,0.8467,-0.8166
8666,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008666.jpg,-1.038,-1.162,-0.1733,1.243,0.1934,-1.5859,-0.8877
8667,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008667.jpg,1.0028,-1.583,0.0788,0.7572,-0.3823,-1.6251,-0.9179
8669,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008669.jpg,0.1356,-0.961,0.9585,1.6175,-0.4082,-1.6547,-0.787
8671,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008671.jpg,0.67,-1.3306,-0.3232,-1.0855,0.6068,-0.5779,-0.9887
8674,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008674.jpg,-0.2763,0.4646,-0.7288,-0.8787,-0.224,-1.3982,-0.1278
8678,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008678.jpg,-1.1619,-0.0695,0.5201,-0.8909,0.0097,0.7733,-0.4035
8679,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008679.jpg,0.5665,0.6318,-2.0612,-0.9414,1.5708,-0.2742,-0.4762
8681,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008681.jpg,-0.0357,0.2684,0.8078,1.892,-0.7214,0.9433,0.1653
8682,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008682.jpg,-1.6574,0.7809,-0.188,1.3859,-0.0937,0.5177,0.0448
8683,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008683.jpg,0.2934,-0.7041,0.4008,-1.0531,-0.2068,-1.2154,-0.3419
8685,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008685.jpg,0.706,-0.4114,0.6363,-1.0894,-0.2855,1.1752,0.2291
8687,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008687.jpg,-0.185,-1.0076,0.1938,1.1308,-0.7045,-1.7226,-0.4297
8689,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008689.jpg,-2.171,0.0862,-1.0779,0.6105,-0.4576,0.3166,0.8983
8690,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008690.jpg,0.031,-0.5801,0.4892,-0.9464,1.6485,-1.2629,-0.3014
8692,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008692.jpg,1.3361,-0.7563,0.0793,-0.3426,-0.0417,-1.2671,-0.3865
8697,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008697.jpg,0.8402,-0.5886,-2.5631,-1.0536,-0.6077,0.7654,0.1311
8701,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008701.jpg,0.7067,-0.8708,0.55,0.9604,-0.3328,-0.1423,0.1535
8702,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008702.jpg,-0.0762,1.2816,-0.5066,0.0478,-0.2038,-0.3363,0.2365
8711,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008711.jpg,1.0092,-0.6539,0.9513,1.8887,0.0356,-0.299,1.3669
8712,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008712.jpg,0.6506,1.3589,0.679,-1.0803,-0.4106,0.962,-1.1839
8719,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008719.jpg,0.6014,-0.7412,0.8712,-0.7808,-0.7008,0.6841,-0.5596
8721,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008721.jpg,-1.3459,0.6646,0.0565,1.4356,-0.0536,0.3821,3.935
8722,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008722.jpg,-1.2278,0.3444,0.9582,1.1641,-0.6203,0.1598,-0.2811
8725,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008725.jpg,-0.7148,-0.9278,0.1481,1.515,0.7098,1.3462,-0.7657
8726,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008726.jpg,-0.5467,0.1844,0.0539,-0.3616,-0.4842,-0.4004,0.2951
8727,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008727.jpg,-0.8862,2.0205,0.4355,-0.832,0.6382,0.1379,1.4519
8729,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008729.jpg,0.7528,-0.9389,1.1678,-1.2799,-0.0117,-1.0355,-0.248
8732,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008732.jpg,-0.2165,0.0539,0.6311,-1.1021,0.1196,-1.6613,-0.6491
8733,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008733.jpg,-1.9839,-0.2994,-0.1414,0.8565,0.6615,0.7001,0.3422
8734,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008734.jpg,0.1627,0.7399,0.3069,-0.6738,-0.2341,-0.6777,0.8666
8735,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008735.jpg,-0.7058,-0.8542,0.9726,1.0438,-0.4885,0.8449,0.3623
8736,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008736.jpg,0.6579,0.4767,0.1423,-0.8725,-0.507,1.3038,-0.5567
8737,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008737.jpg,0.7749,-0.4208,0.6617,-1.0903,-0.3859,0.6159,-1.2338
8739,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008739.jpg,0.6305,1.4252,0.6674,-0.9331,0.3358,0.3323,-0.408
8740,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008740.jpg,-0.2913,-0.5247,0.5938,-0.9998,-0.8373,-1.5528,-0.6877
8742,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008742.jpg,0.4856,-1.1443,0.8002,-0.8758,-0.0361,1.3322,-0.4877
8744,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008744.jpg,0.5267,-0.6764,-1.0936,-0.4048,-0.536,-0.6799,-0.4322
8745,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008745.jpg,0.8958,-0.1481,0.225,-0.3907,0.0391,0.8478,0.3389
8747,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008747.jpg,-0.3244,-1.4254,0.4803,-0.9937,0.0089,-1.5483,-0.8029
8749,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008749.jpg,0.074,0.8889,0.6538,1.6399,-0.523,1.3561,-0.2546
8751,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008751.jpg,1.0058,-0.1263,0.3688,-0.4916,0.7899,1.626,0.4822
8752,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008752.jpg,0.1306,-0.9397,0.7123,-1.1281,-0.1293,1.2284,-0.7044
8753,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008753.jpg,0.128,0.5211,1.0153,0.0552,3.412,0.7399,-0.6976
8754,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008754.jpg,-0.7976,1.6364,-1.9233,1.5883,-0.5478,-0.2808,1.8676
8755,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008755.jpg,-0.3101,1.0481,0.824,1.506,0.9751,1.3178,-0.8691
8756,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008756.jpg,-0.9261,-0.0429,0.6429,1.3157,-0.1325,0.0739,-0.8954
8757,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008757.jpg,-1.1708,-0.9989,0.3484,1.4361,0.1222,-1.0016,-0.3398
