,img_no,img_path,eyes_score,hair_color_score,hair_length_score,mouth_score,pose_score,background_mean_score,background_std_score
3715,7920,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007920.jpg,0.0774,-1.0626,1.042,-0.5348,0.121,-1.36,0.7903
3716,7921,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007921.jpg,1.148,-0.9054,-2.0473,0.6002,-0.2569,0.8016,0.1458
3717,7922,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007922.jpg,1.148,-1.0036,-0.5909,-0.6294,-0.7527,-1.4864,-0.8202
3718,7926,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007926.jpg,-0.6363,-1.3837,-0.6351,0.9786,-0.651,-1.6421,-0.7238
3719,7928,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007928.jpg,-0.9932,-1.6588,0.0821,-0.2511,-0.0722,0.3615,-0.7855
3720,7929,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007929.jpg,-0.6363,-0.6957,0.7662,-0.724,0.0552,0.4756,-0.8123
3721,7930,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007930.jpg,-0.6363,-0.4205,-0.4254,2.3028,0.5747,-0.2697,3.1685
3722,7931,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007931.jpg,0.4343,-0.1585,-0.9661,-1.1024,-0.2738,1.1736,-0.516
3723,7933,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007933.jpg,0.7911,0.215,1.053,-1.0078,1.3728,0.9458,0.8488
3724,7937,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007937.jpg,0.4343,-0.5319,-1.0323,-0.724,-0.4985,1.0958,-0.8208
3725,7942,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007942.jpg,-0.6363,-0.1519,1.1303,-0.4403,-0.4246,-1.1348,0.7253
3726,7943,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007943.jpg,0.4343,-0.4074,1.2406,-0.9132,0.075,1.3557,-0.8409
3727,7944,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007944.jpg,-0.9932,-1.2919,-0.7013,-0.0619,0.2099,0.2459,-0.681
3728,7946,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007946.jpg,-0.6363,0.8702,0.8434,0.5056,1.5183,0.1505,-0.5941
3729,7951,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007951.jpg,-0.2795,0.5557,-0.0503,1.0731,-1.249,0.8587,-0.6823
3730,7952,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007952.jpg,0.7911,-0.0143,-1.0985,-0.1565,-0.704,0.0687,2.432
3731,7954,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007954.jpg,-1.3501,-0.0209,-0.3923,0.884,0.3038,-1.652,-0.833
3732,7959,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007959.jpg,0.4343,-1.2854,0.5786,-0.5348,-0.418,0.8364,-0.8106
3733,7964,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007964.jpg,0.7911,-0.0667,0.6338,-0.5348,0.3454,0.3304,-0.393
3734,7965,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007965.jpg,-0.2795,-0.7219,-1.0764,0.9786,-1.1523,-0.7128,0.7264
3735,7966,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007966.jpg,0.0774,-1.613,-0.944,-1.197,-0.1471,-1.5701,-0.2583
3736,7967,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007967.jpg,-0.2795,-0.1126,-1.4074,1.8299,-1.3497,-0.4932,0.5264
3737,7968,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007968.jpg,-0.2795,-0.8595,0.6669,0.7894,0.4077,-0.2224,2.3887
3738,7969,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007969.jpg,-0.6363,-0.2698,0.7662,3.5324,-0.6527,0.441,0.554
3739,7970,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007970.jpg,0.4343,-1.174,1.6157,-0.3457,-1.0962,-0.5777,-0.2274
3740,7977,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007977.jpg,-1.3501,-0.8202,0.3138,0.6002,0.398,-0.2929,-0.4734
3741,7978,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007978.jpg,1.5049,1.1323,1.4282,-0.9132,0.2177,0.6967,-0.5139
3742,7980,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007980.jpg,0.7911,-1.4426,0.6338,1.0731,1.1415,-1.5811,0.5487
3743,7981,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007981.jpg,-0.6363,-0.5254,1.1413,-0.5348,-1.8854,0.948,-0.7115
3744,7982,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007982.jpg,0.0774,-0.8562,-0.2599,1.5461,1.8235,-1.3141,0.6871
3745,7983,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007983.jpg,1.148,0.8636,-0.3482,1.7353,0.0967,0.5585,1.4881
3746,7985,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007985.jpg,1.148,1.0799,0.1924,2.3974,1.5815,0.8374,-0.5231
3747,7986,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007986.jpg,0.0774,-1.0626,0.7662,0.6002,-0.7365,1.4934,-0.8318
3748,7988,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007988.jpg,-0.6363,2.5213,-0.3923,-0.3457,0.0382,1.4217,-0.5545
3749,7991,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007991.jpg,-1.3501,-0.9447,0.722,0.411,-0.0258,-0.0868,-0.5615
3750,7992,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007992.jpg,0.4343,0.785,1.053,-1.0078,1.5613,0.4671,1.014
3751,7993,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007993.jpg,-0.9932,-0.2502,0.0821,-0.8186,0.4682,0.914,-0.4414
3752,7995,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007995.jpg,0.7911,-0.3288,0.8324,-1.1024,-0.4572,1.0376,-0.1742
3753,7997,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007997.jpg,0.7911,0.0447,-1.4957,-1.0078,-1.6612,0.2735,0.0633
3754,7998,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007998.jpg,-1.7069,-0.1453,-0.271,0.5056,0.2099,0.3346,1.6054
3755,7999,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/007999.jpg,-0.6363,0.2871,0.711,0.7894,-0.8802,-0.8645,-0.8431
3756,8001,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008001.jpg,-0.9932,-1.1805,0.2035,1.4515,-0.5456,-1.5308,-0.8186
3757,8002,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008002.jpg,0.0774,-0.2764,-0.3372,-1.197,-1.3803,-1.3593,0.2426
3758,8005,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008005.jpg,0.0774,1.7744,-0.4806,0.411,0.4918,1.5074,-0.5551
3759,8010,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008010.jpg,0.4343,-0.4074,0.6448,-1.1024,0.2183,-0.199,2.155
3760,8011,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008011.jpg,-0.6363,0.0709,0.2586,0.884,-0.2509,0.4569,1.1437
3761,8014,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008014.jpg,0.4343,-1.0561,-0.7895,0.0327,0.437,-1.5043,-0.1243
3762,8015,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008015.jpg,0.4343,-1.2657,1.2737,1.1677,0.9961,-1.5183,-0.8089
3763,8016,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008016.jpg,0.0774,-1.0823,0.4462,1.6407,-0.6103,-0.5577,-0.6687
3764,8018,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008018.jpg,-0.2795,-0.4467,-0.7454,-0.0619,0.9598,-0.5505,0.2128
3765,8019,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008019.jpg,-0.6363,-0.9774,1.1192,-0.4403,-0.7581,0.795,-0.7174
3766,8020,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008020.jpg,0.0774,1.663,0.8544,-0.0619,-0.7699,-1.0874,0.6133
3767,8024,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008024.jpg,0.7911,-0.8988,0.9758,-0.0619,-0.681,-0.0919,-0.5352
3768,8026,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008026.jpg,-0.9932,0.6147,-0.7454,0.2219,-0.3281,-0.3193,-0.4512
3769,8042,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008042.jpg,-0.2795,-1.5671,1.1744,-0.9132,0.0429,-1.2184,-0.1149
3770,8047,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008047.jpg,-0.2795,-1.2592,0.4683,1.5461,-0.7358,-1.5393,-0.7635
3771,8052,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008052.jpg,0.7911,0.6343,0.7551,-0.1565,-0.6773,0.1264,0.9315
3772,8053,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008053.jpg,-0.6363,0.8899,-2.5769,0.6002,0.5734,-0.2103,1.7799
3773,8054,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008054.jpg,-0.2795,-0.8071,-1.2529,-0.724,0.5533,-0.7176,1.6697
3774,8056,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008056.jpg,-0.6363,0.1691,-0.7895,-0.8186,-0.4098,-1.3324,0.3476
3775,8058,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008058.jpg,0.7911,1.0078,0.391,-0.724,0.2655,0.8092,-0.795
3776,8059,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008059.jpg,0.7911,-0.4336,-3.3713,-0.5348,-0.1447,1.161,-0.6628
3777,8062,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008062.jpg,1.5049,0.0316,-0.6682,-0.9132,1.0995,-0.9034,0.9186
3778,8067,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008067.jpg,-0.2795,-1.3509,1.2737,-1.197,0.6071,-1.5571,-0.6427
3779,8068,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008068.jpg,0.4343,-1.043,0.7772,-1.1024,-0.192,-1.4199,-0.6569
3780,8069,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008069.jpg,0.0774,1.9447,0.038,-0.8186,1.5297,0.8266,-0.4374
3781,8070,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008070.jpg,1.8617,-0.9447,1.2296,-1.0078,-1.0812,-1.6571,-0.7708
3782,8071,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008071.jpg,0.0774,1.2502,0.9206,2.1136,-0.2468,0.5202,-0.6721
3783,8073,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008073.jpg,1.8617,0.2281,0.7993,1.6407,3.8277,-0.506,-0.749
3784,8074,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008074.jpg,0.4343,-0.3026,-2.0032,1.4515,-0.5784,1.0223,-0.5792
3785,8075,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008075.jpg,-0.6363,-1.115,0.4903,-0.1565,0.6781,-1.6514,-0.4587
3786,8078,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008078.jpg,0.4343,-0.7612,0.7551,-0.9132,-1.106,1.2104,-0.8193
3787,8080,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008080.jpg,-0.6363,-0.6826,1.1303,1.5461,-0.7076,1.4104,-0.3805
3788,8081,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008081.jpg,-0.6363,-0.9643,1.3068,-1.0078,0.4898,-0.6813,1.5842
3789,8082,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008082.jpg,-1.3501,1.4009,0.711,0.7894,0.1785,0.9999,-0.8617
3790,8085,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008085.jpg,0.0774,0.2478,0.5786,1.1677,0.58,-0.0256,1.4218
3791,8087,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008087.jpg,0.7911,0.7457,0.6779,0.0327,-0.2166,-0.8977,-0.5394
3792,8090,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008090.jpg,-0.2795,0.2674,-1.0543,-1.1024,0.0036,1.4832,0.7564
3793,8092,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008092.jpg,-0.2795,-0.5581,0.5565,1.1677,-0.3796,1.0432,-0.6137
3794,8094,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008094.jpg,-0.9932,0.1822,-0.624,-1.0078,-0.1889,1.0012,1.1043
3795,8096,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008096.jpg,-0.2795,1.7678,0.4793,0.2219,-1.3237,0.8929,-0.8696
3796,8101,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008101.jpg,0.4343,0.0578,0.6117,-0.8186,0.3667,-1.358,-0.0961
3797,8102,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008102.jpg,-0.6363,-0.0798,0.9206,-1.1024,-0.0545,-0.9582,-0.6685
3798,8103,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008103.jpg,0.7911,1.4468,0.391,1.0731,-0.7637,0.9918,-0.7763
3799,8109,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008109.jpg,0.0774,-0.4729,1.053,-1.1024,0.0528,-0.8927,-0.0213
3800,8110,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008110.jpg,0.7911,-0.2109,1.053,0.2219,0.3485,0.0341,-0.1975
3801,8111,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008111.jpg,0.7911,-0.8595,-0.7013,0.884,0.2366,-1.2207,-0.294
3802,8114,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008114.jpg,-0.6363,-0.3485,1.0972,1.0731,0.0052,-1.1191,0.7086
3803,8115,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008115.jpg,-1.3501,-0.5319,0.5565,1.5461,-0.9433,1.1926,-0.7678
3804,8117,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008117.jpg,0.0774,-1.5802,-3.0183,-1.1024,0.4348,-1.7213,-0.853
3805,8119,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008119.jpg,0.0774,0.5819,-1.7384,-1.0078,0.1634,1.3521,0.6245
3806,8121,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008121.jpg,-0.2795,1.2502,0.4021,1.6407,-1.0356,0.8937,-0.133
3807,8123,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008123.jpg,-0.9932,0.2085,0.6227,-0.8186,-0.3737,1.0569,-0.7238
3808,8125,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008125.jpg,-1.7069,-0.7285,0.7882,0.6948,-0.5716,0.0958,-0.3636
3809,8128,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008128.jpg,0.0774,-0.4467,-1.275,-0.9132,0.4761,0.4237,-0.8815
3810,8135,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008135.jpg,0.7911,-0.6367,0.5455,-0.3457,-1.0564,0.0278,0.7403
3811,8136,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008136.jpg,0.7911,-1.2919,-2.5549,-1.197,-0.5662,0.7742,0.3575
3812,8138,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008138.jpg,-0.6363,-0.7285,0.6227,1.2623,-0.5292,0.3917,1.2397
3813,8140,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008140.jpg,1.148,-1.3968,0.8434,-1.1024,0.4893,-1.7354,-0.8888
3814,8143,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008143.jpg,0.0774,-0.8792,0.6448,-1.0078,0.1002,-0.9645,1.738
3815,8144,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008144.jpg,0.4343,0.3002,-1.7163,1.5461,-0.7257,1.5742,-0.9161
3816,8145,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008145.jpg,1.5049,2.0233,0.711,-0.3457,-0.3429,1.5488,-0.8568
3817,8146,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008146.jpg,0.0774,0.3657,0.1042,0.6002,-0.2927,1.3574,1.1229
3818,8147,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008147.jpg,-0.2795,-0.1781,0.6558,1.0731,0.881,-1.3772,-0.4032
3819,8149,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008149.jpg,0.7911,-0.6957,-0.5027,-0.5348,0.234,-0.3253,2.6929
3820,8156,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008156.jpg,0.4343,0.3329,0.0821,-1.0078,1.2827,1.0854,-0.2729
3821,8158,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008158.jpg,0.4343,-0.5909,-0.6571,-1.2915,-0.3737,1.3448,0.1931
3822,8160,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008160.jpg,-0.9932,-0.1322,-3.4155,-0.2511,-0.4134,1.3915,-0.575
3823,8161,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008161.jpg,0.7911,-0.4205,-0.2158,-1.197,-0.7588,0.897,0.566
3824,8162,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008162.jpg,-1.7069,-0.3026,0.6227,0.9786,-0.2309,-0.9742,-0.7174
3825,8167,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008167.jpg,0.0774,-0.8792,0.3138,2.492,1.038,-1.1659,-0.6495
3826,8168,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008168.jpg,0.0774,-0.794,1.0199,-0.9132,-0.1131,-1.3077,0.4397
3827,8169,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008169.jpg,-1.3501,-0.2305,-0.1496,-1.1024,-3.8144,-0.0634,1.4054
3828,8170,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008170.jpg,-1.7069,-0.8726,0.5234,-0.3457,0.5671,-0.8538,0.4688
3829,8173,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008173.jpg,-0.2795,-1.5475,0.9758,-0.8186,-0.8955,-1.7204,-0.8864
3830,8176,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008176.jpg,1.5049,-1.4099,0.4021,-0.6294,1.8716,-1.5989,-0.1702
3831,8179,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008179.jpg,-0.9932,0.8702,-0.6902,-0.5348,-0.1655,0.4059,1.2428
3832,8180,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008180.jpg,0.7911,-1.2788,-0.6792,0.411,0.9675,-1.3076,0.0368
3833,8182,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008182.jpg,1.148,-1.043,-0.8557,-0.8186,-1.0444,1.1193,-0.8409
3834,8184,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008184.jpg,-0.9932,-1.1871,-0.271,0.5056,-0.1787,-1.3379,-0.2585
3835,8186,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008186.jpg,0.4343,-0.9512,-0.7895,0.5056,-0.9837,-1.5932,-0.6585
3836,8188,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008188.jpg,0.0774,-0.794,0.4241,0.2219,-0.0823,-0.7643,-0.7507
3837,8189,C:\Users\20151\Documents\AI_Projects\2025_04_08_OhLoRA/stylegan_and_segmentation/stylegan/synthesize_results_filtered/008189.jpg,0.0774,-0.165,0.9206,-0.9132,0.4569,-1.7087,-0.8569
